UUID	Document Number	Doc_Year	QUOTE_TRANSCRIPTION	Common Name	ANCHOR	TYPE	URI	VOCAB_LABEL	LAT	LNG	Place_Type	Person_Gender	TAGS	Person_Named by	Role	Person_Job	COMMENTS
02e9a07f-4c60-4ea7-9847-b3a174f86e4b	HCM 3001	1317/8	the same church	the same church	char-offset:2269	PLACE	http://sws.geonames.org/2647074	Hereford	52.05684	-2.71482			Given at		Given at		
1348b75a-2553-4a93-b5ac-56e0c40fbb64	HCM 2996	1317	his servant	the servant of Richard Hervy	char-offset:438	PERSON							Office	Office			that is, the servant of Richard Hervy
fd8881f4-ffa1-4f21-969f-32f841573a1b	HCM 1621	1313	the sheriff of Gloucestershire	the sheriff of Gloucestershire	char-offset:82	PERSON							Office|Principal	Office	Principal		
01d47a39-8109-4785-a463-cd61aab6ad16	HCM 2674	1310	the society of Friscobaldi of Florence	the society of Friscobaldi of Florence	char-offset:322	PERSON							Collective	Collective		merchants	Frescobaldi, which is a major family of Florence
65c4d6bf-2493-4331-991b-42013ffd76c4	HCM 1768	1314	the steward of Gower	the steward of Gower	char-offset:915	PERSON							Office	Office			
e06d5daf-3da3-459a-8188-b4e5284276b4	HCM 1063	1313	the steward of the dean and chapter of Hereford	the steward of the dean and chapter of Hereford	char-offset:302	PERSON							Office	Collective			
edfe3887-3a24-4bd9-a97b-39c66f2b0dc2	HCM 2871	1306/7	the sub-dean of Hereford	the sub-dean of Hereford	char-offset:593	PERSON							Office	Office			
e1d46066-f79b-4789-9ea2-21739a165c38	HCM 1836	1315	the vicar of the chureh of Longestaunton',	the vicar of the church of Longestaunton	char-offset:369	PERSON							Office	Office			unclear whether Thomas le Childe is the vicar of Longestaunton, or one of the parishioners
79724e75-2f69-4563-a694-50c28537cc58	HCM 1063	1313	the vicar of the church of Woluyuehop	the vicar of the church of Woluyuehop	char-offset:94	PERSON							Office	Office			
757dcb99-63fc-4785-8dc4-b29e9bfb0dd8	HCM 2072	1317	the vicars and clerks of the choir present at the obit	the vicars and clerks of the choir present at the obit	char-offset:545	PERSON							Collective|Office	Collective			that is, those present at the obit of Stephen de Thansto
3d0597db-c242-4cef-90e9-1c30ad93ed45	HCM 1751	1305	the way called Folkestret	the way called Folkestret	char-offset:368	PLACE					Street		Street				
a6b30a06-fd0c-49a3-9034-cbd441006542	HCM 593	1307/8	the way called le Grenewey	the way called le Grenewey	char-offset:375	PLACE					Street		Street				
26f25864-b2e7-4aa6-b6d2-56ab9a7c0f93	HCM 2995	circa 1317	the writer's proctor	the writer's proctor	char-offset:541	PERSON							Office	Office			
63f9730d-050f-46e9-8c6b-a13468cffbb3	HCM 1703	1317	Thomas, lord of Overton	Thomas, lord of Overton	char-offset:904	PERSON							Witness		Witness		
11433944-eec2-4b81-8e25-e8551fb99f67	HCM 681	1316/7	Thomas Aubrey	Thomas Aubrey	char-offset:327	PERSON							Witness		Witness		
73c2f36b-97b7-4cea-9cdb-3705463dcc4f	HCM 1313	1311	Thomas Cothgh	Thomas Cothgh	char-offset:554	PERSON							Witness		Witness		
31cd4efc-c7fa-4fd4-8783-9708b34baae5	HCM 1485	circa 1314	Thomas de Aylineston	Thomas de Aylineston	char-offset:72	PERSON							Principal				
b542b572-4660-4039-a363-d82b8c11f944	HCM 2877	1315/6	Thomas de Ayleston	Thomas de Aylineston	char-offset:186	PERSON							Principal				
57813c69-6e3c-4c9b-bf42-219f87c2427d	HCM 412	1314	Thomas de Aylineston	Thomas de Aylineston	char-offset:103	PERSON							Principal			tailor	
33985e0a-b0d6-427d-9611-245d9afdcd04	HCM 1438	1309	Thomas de Cantilupo	Thomas de Cantilupe	char-offset:540	PERSON							Dead			bishop of Hereford	
0c4d01fc-e209-42c7-84a0-72985477ad53	HCM 1439	1308	Thomas de Cantilupo	Thomas de Cantilupe	char-offset:297	PERSON							Dead			bishop of Hereford	
20d7eb4b-a598-4e46-905e-6e7b9afeeb06	HCM 1441	1305	Thomas de Centilupo	Thomas de Cantilupe	char-offset:360	PERSON							Dead			bishop of Hereford	
1666f889-955c-4e4e-95fd-fb81833e503d	HCM 1442	1306	Thomas de Cantilupo	Thomas de Cantilupe	char-offset:222	PERSON							Dead			bishop of Hereford	
3bdeb895-35a4-4c0c-8913-489f7babc00d	HCM 1443	1306	Thome de Cantulupo	Thomas de Cantilupe	char-offset:285	PERSON							Dead			bishop of Hereford	Thomas de Cantilupe
bea8b809-e489-4bbc-93ee-578900984cbf	HCM 2673	1308	Thomas de Cantilupe, one time bishop of Hereford	Thomas de Cantilupe	char-offset:262	PERSON							Dead				
e93393de-e11e-41c8-a4ce-aa3e098f7a6d	HCM 2463	1309/10	Thomas de Henthlan	Thomas de Henthlan	char-offset:191	PERSON							Principal				
759525a9-6fdd-4139-8dc8-c8cb9cb18dcb	HCM 3198	1309/10	Thomas de Henthlan	Thomas de Henthlan	char-offset:191	PERSON							Principal				
cabafda1-268d-4877-9f49-6d31454ad9d6	HCM 383	1316	Thomas de Hewe	Thomas de Hewe	char-offset:556	PERSON							Witness		Witness		
ed8d83e3-02a2-4013-8d9c-5580acb7ba1c	HCM 386	1305	Thomas de Heye	Thomas de Heye	char-offset:136	PERSON							Principal				
9f00c34c-aa62-4941-822e-579ceed9214a	HCM 1489	1308	Thomas de la Barre	Thomas de la Barre	char-offset:775	PERSON							Witness		Witness		
26be2693-61a6-4f00-9078-ac7368c02c82	HCM 1974	1304/5	Thomas de la Barre	Thomas de la Barre	char-offset:542	PERSON							Witness		Witness		
c4af60f4-6962-43ab-9961-922d998cc8bb	HCM 2874	1312	Thomas de la Barre	Thomas de la Barre	char-offset:412	PERSON							Witness		Witness	citizens	
f25915e9-422e-4d51-a3d4-5032a899fa91	HCM 90	1317	Thomas de la Barre	Thomas de la Barre	char-offset:434	PERSON							Witness		Witness		
c7eca02d-734b-40a2-ad54-257423bd7a0e	HCM 150	1315	Thomas de la Felde	Thomas de la Felde	char-offset:95	PERSON							Principal				
184b2993-edf6-44d3-849b-895dbfe7166f	HCM 153	1317	Thomas de Maddeleye	Thomas de Maddeleye	char-offset:363	PERSON							Witness		Witness		
72771416-1551-4d1e-8ba2-6abdbb60f068	HCM 207	1312	Thomas de Orleton	Thomas de Orleton	char-offset:572	PERSON							Witness		Witness		
e33dfcc5-b728-4455-bb07-b601dacf7503	HCM 2591	1308	Thomas de Orleton	Thomas de Orleton	char-offset:40	PERSON							Principal				
cecae74c-cd0b-4aa3-aa51-1ba12d5b3ad1	HCM 2663	1305	Thomas de Orleton	Thomas de Orleton	char-offset:40	PERSON							Principal				
adf21fd1-17ba-4e01-a917-6f22e8748a22	HCM 2716	1306	Thomas de Orleton', clerk	Thomas de Orleton	char-offset:17	PERSON							Principal|Scribe		Principal		
1c01a7b5-ca65-428e-b287-55002f55fe95	HCM 2779	1309	Thomas de Orletone	Thomas de Orleton	char-offset:86	PERSON							Principal				
aa2684fa-7708-4ff8-86d0-54dcf62af020	HCM 2871	1306/7	Thomas de Orlenton	Thomas de Orleton	char-offset:260	PERSON							Principal			clerk	
4426e6f2-2791-4e02-9284-d0d72ca61635	HCM 773	1311/2	Thomas	Thomas de Orleton	char-offset:175	PERSON							Principal			clerks	that is, Thomas de Orleton
c71fbe90-1ed1-482e-982a-59507d0621fa	HCM 1780	1311	Thomas de Penebrugg	Thomas de Penebrugg	char-offset:122	PERSON							Principal			clerk	
28d8241e-8497-401f-be03-23bb21344578	HCM 3001	1317/8	Thomas de Penbrugge	Thomas de Penebrugg	char-offset:1871	PERSON							Was at			treasurer	
302fae12-dac2-4ce4-9a13-920d5e0a8d0f	HCM 207	1312	Thomas de Stretton	Thomas de Stretton	char-offset:592	PERSON							Witness		Witness		
1210a90e-836d-453a-9c3b-546a412a4829	HCM 1768	1314	Thomas Goch	Thomas Goch	char-offset:1143	PERSON							Witness		Witness		
a415c437-990c-4090-82a4-27948ee218f9	HCM 90	1317	Thomas Hamound	Thomas Hamound	char-offset:486	PERSON							Witness		Witness		
99f5d671-5d0e-410d-869a-ea53f2b7a7ed	HCM 1657	1310/11	Thomas Kec	Thomas Kec	char-offset:589	PERSON							Witness		Witness		
7735949c-7136-47ed-8f28-825abba4b42c	HCM 1657	1310/11	Thomas Le Brut	Thomas Le Brut	char-offset:124	PERSON							Dead				
76ab1e7b-f929-46cd-a9c6-3947c23a7988	HCM 597	1315/6	Thomas le Webbe	Thomas le Webbe	char-offset:365	PERSON							Witness		Witness		
74440c10-fb71-4116-80fe-da7c95a2d915	HCM 1247	1315	Thomas son of John de Homptone	Thomas son of John de Homptone	char-offset:98	PERSON							Principal				Thomas de Homptone?
5fc3af6c-d665-4073-be36-a01bb9ed1673	HCM 153	1317	Thomas Theubaud	Thomas Theobaud	char-offset:262	PERSON							Witness		Witness	bailiff of the bishop of Hereford	
77b9fd7a-a2ed-4414-bfed-659782300531	HCM 2096	1315	Thomas Theobaud	Thomas Theobaud	char-offset:4418	PERSON							Witness		Witness		
cb6426d5-9b06-4694-aedd-dbb1cf04f135	HCM 2876	1313	Thomas Theubaud	Thomas Theobaud	char-offset:359	PERSON							Witness		Witness		
62a0b51c-b12d-4b97-951d-5c697435eec0	HCM 207	1312	Thomas Toppe	Thomas Tope	char-offset:558	PERSON							Witness		Witness		
6968e8b5-2273-4a98-a5af-b7d73096799f	HCM 2096	1315	Thomas Tope	Thomas Tope	char-offset:4110	PERSON							Witness		Witness	bailiffs of the king of England	
d0402fde-e846-445e-9769-c9911530ab59	HCM 209	1316	Thomas Tope	Thomas Tope	char-offset:593	PERSON							Witness		Witness		
cfef431b-258e-4455-9076-d3e68ca5cdc6	HCM 219	1317	Thomas Tope	Thomas Tope	char-offset:311	PERSON							Witness		Witness	Richard de Cruce	
6e8e14f0-220c-454d-be88-9b89de806ebd	HCM 63	1316	Thomas Thope	Thomas Tope	char-offset:715	PERSON							Witness		Witness		
5a281eba-8e2a-4fd6-b016-71496cfd87d7	HCM 90	1317	Thomas Thope	Thomas Tope	char-offset:472	PERSON							Witness		Witness		
1ccf0513-44db-4ec5-b958-c4c957167dd3	HCM 1931	1315	Thonderlee	Thonderlee	char-offset:477	PLACE							Given at		Given at		
4308615e-50ca-47df-9074-6745142d46a2	HCM 589	1311	Thornbury	Thornbury	char-offset:128	PLACE	http://sws.geonames.org/2636002	Thornbury	51.60889	-2.52028			Nominative		Nominative		
1dd0f3ae-6541-4e91-ad09-610dbd60d44c	HCM 3001	1317/8	Thornhagh'	Thornhagh'	char-offset:83	PLACE							Nominative		Nominative		
7f01882b-bf52-40cb-9b84-95ebfdbeb4ed	HCM 758	1314	Thornhagh'	Thornhagh'	char-offset:75	PLACE							Nominative		Nominative		
6f5a86cf-d3c8-45df-946c-0efe4570f5e1	HCM 1622	1307	Todeworth	Todeworth	char-offset:185	PLACE							Nominative		Nominative		
c4c64037-4c5c-4d03-b302-a6094c5e7d90	HCM 773	1311/2	Torbervile	Torbervile	char-offset:592	PLACE							Nominative		Nominative	knight	
a35d6186-9ba3-414c-847b-f5533b1975d7	HCM 383	1316	Tornour	Tornour	char-offset:460	PLACE							Nominative		Nominative		
beee84f3-d1fa-476e-b50c-20eef306a91c	HCM 2879	1317	treasurer in the church of St. Ethelbert of Hereford	treasurer in the church of St. Ethelbert of Hereford	char-offset:115	PERSON							Office	Office			
d62ec323-5716-4bfa-8f34-e3821471e924	HCM 1024	1317	treasurer of Hereford	John de Kemeseye	char-offset:88	PERSON							Office	Office			
99f9ee10-8b12-472d-9003-38ef343eca6d	HCM 2585	1306	Treasurer of Hereford	treasurer of Hereford	char-offset:182	PERSON							Office	Office			
b17e74d8-608b-4962-9dba-881857becf17	HCM 2878	1316	treasurer of Hereford	treasurer of Hereford	char-offset:114	PERSON							Office	Office			
e8cacc61-1ff6-4de1-a23a-dea86fa876d4	HCM 608	1307	Treyntone	Treyntone	char-offset:1051	PLACE							Nominative		Nominative		
d917794c-e023-45e2-a0c9-308278c2df8e	HCM 1736	1305	Trikingham	Trikingham	char-offset:341	PLACE							Nominative		Nominative		
1724ea47-8827-4725-a268-7a1c59d29622	HCM 773	1311/2	Trilleck	Trilleck	char-offset:855	PLACE							Nominative		Nominative		
efc68ca2-1bcb-4275-8329-e7ac5e0f1518	HCM 678	1314	Turbeuill	Turbeuill	char-offset:286	PLACE							Nominative		Nominative		
64900b6d-5221-48d7-8e91-038bb63bcbd6	HCM 1703	1317	Turford	Turford	char-offset:883	PLACE							Given at		Given at		
39bd4c51-ad5c-4d6d-a14b-e2c5850871b3	HCM 1703	1317	Turford	Turford	char-offset:104	PLACE							Nominative		Nominative		
47a2fa64-e3af-484b-af68-90cb9b0377c8	HCM 2876	1313	two acres of land	two acres of land	char-offset:141	PLACE							Property				
0b7a02f5-fbb1-42ee-b01a-f83db2e0b6dc	HCM 1751	1305	Underdoune.	Underdoune.	char-offset:599	PLACE							Nominative		Nominative		
acfe84b5-afa6-4fdd-9a56-902651136103	HCM 755	1317	Upton’	Upton’	char-offset:92	PLACE	http://sws.geonames.org/4953794	Upton	42.17454	-71.60229			Nominative		Nominative		
40d83bbf-ef13-4a19-8b52-250380a8b18c	HCM 1658	1315/6	Valence	Valence	char-offset:41	PLACE	http://sws.geonames.org/2971054	Valence	44.10823	0.89101			Nominative		Nominative		
3060ae62-da6a-4df8-bf4d-276b4fc5b25a	HCM 2878	1316	vicar in the church of Hereford	vicar in the church of Hereford	char-offset:164	PERSON							Office	Office			
896233f1-297d-4cbd-842f-72f127a699bc	HCM 2582	1305	vicar of Preston	vicar of Preston	char-offset:110	PERSON							Office	Office			
1370de93-e1e5-495c-b7c0-b35f9e05de27	HCM 2059	1314	vicars and clerks of the choir	vicars and clerks of the choir	char-offset:686	PERSON							Collective|Office	Collective			of Hereford Cathedral
403eade7-31da-4a9d-8708-9201418262f7	HCM 1367	1317	Vienne	Vienne	char-offset:501	PLACE	http://pleiades.stoa.org/places/167719	Col. Vienna|Théatre antique, Vienne|Col. Vienna, Vienne|Temple d'Auguste et de Livie, Vienne|Colline Sainte-Blandine, Vienne|Odéon antique, Vienne|Vienne	45.524879	4.878693			Nominative		Nominative		
4b6526f9-cdf2-4d12-9fcc-687cd9274b2c	HCM 3162	1306	W.	W.	char-offset:177	PERSON							Principal			bishop	
541efb43-2719-4ba0-ae1b-65217dee9957	HCM 209	1316	Waddeleye	Waddeleye	char-offset:142	PLACE							Nominative		Nominative		
b32a8cfe-36ac-4bf0-9030-1ee451ca4e8a	HCM 746	circa 1310	Walter called de La Barre	Walter called de La Barre	char-offset:559	PERSON							Witness		Witness		
fa97024c-bc76-4643-aeae-06dbdfd6cfcb	HCM 1751	1305	Walter Caperun	Walter Caperun	char-offset:622	PERSON							Witness		Witness		
b6c1882d-a2eb-45d1-b57c-ff53d9a9a972	HCM 209	1316	Walter Cole de Waddeleye	Walter Cole de Waddeleye	char-offset:127	PERSON							Principal				
879188a3-e3ac-4ecd-b416-57a8bd2b1bc0	HCM 564	1315/6	Walter Cole	Walter Cole	char-offset:1347	PERSON							Witness		Witness		
0efe45d3-8423-4e21-906e-314c79c90a98	HCM 700	1311	Walter de Breynton	Walter de Breynton	char-offset:546	PERSON							Witness		Witness		
eeb1bbf2-e8da-40c5-816c-76ebeb48da45	HCM 469	1305	Walter de Euysham	Walter de Euysham	char-offset:27	PERSON							Principal				
0e0df160-d7e7-4cc0-b29d-4fa77b6a2028	HCM 174	1312	Walter de Hope	Walter de Hope	char-offset:488	PERSON							Scribe				
dc63fd3c-f9e0-4f02-a0d1-518b5442a7b2	HCM 2217	1308	Walter de Keyrlyon	Walter de Keyrlyon	char-offset:67	PERSON							Principal			priest	
85426ce3-1656-4fff-b6e7-b84c1e98a680	HCM 2996	1317	Walter de la Bache	Walter de la Bache	char-offset:245	PERSON							Principal				
bcd826b8-2eec-4fa3-97fc-2644c184a956	HCM 3165	1317	Walter de la Bache	Walter de la Bache	char-offset:618	PERSON							Witness		Witness	vicars	
c5ee7c01-4bff-421b-9e04-144347b43722	HCM 383	1316	Walter de la More	Walter de la More	char-offset:596	PERSON							Witness		Witness		
bcb107c6-8396-4c86-a323-805714a70463	HCM 384	1315/6	Walter de la More	Walter de la More	char-offset:457	PERSON							Witness		Witness		
0f8de811-8d79-49f5-b840-75f6348e4d3a	HCM 385	1st half of 14th cent.	Walter de la More	Walter de la More	char-offset:370	PERSON							Witness		Witness		
544e2527-83e1-4008-9145-eebdbf130af3	HCM 589	1311	Walter de la Stepple	Walter de la Stepple	char-offset:85	PERSON							Principal				
786c598f-8e1f-44ce-ad17-6b5ea157238b	HCM 63	1316	Walter de Leom	Walter de Leom	char-offset:801	PERSON							Scribe				
96daac07-826d-4576-9b64-96558ac3efe7	HCM 715	1317/8	Walter de Maddeleye	Walter de Maddeleye	char-offset:75	PERSON							Scribe		Witness	notary public	
7deea297-dd43-4966-934a-fa7daa9d7805	HCM 3180	1312	Walter de Monyton	Walter de Monyton	char-offset:1064	PERSON							Witness		Witness		
fc550aaf-fbcf-4e8b-9c36-28053cf9a94e	HCM 670	1311	Walter de Morcote	Walter de Morcote	char-offset:555	PERSON							Witness		Witness		
78a44aaf-9ed9-4e5b-86f1-9ff84318a80d	HCM 1417	1305	Walter de Norton	Walter de Norton	char-offset:603	PERSON							Witness		Witness	laymen	
7b2c2092-433c-4545-9e97-8f1b6a62f3ff	HCM 559	1315/6	Walter de Staunton	Walter de Staunton	char-offset:700	PERSON							Scribe		Witness		
e071b6fc-1297-4f4c-bd4c-c0fc640d57de	HCM 589	1311	Walter de Thornbury,	Walter de Thornbury,	char-offset:118	PERSON							Principal				
7cab7162-0d0b-4ca9-aba0-258a8ed5de32	HCM 209	1316	Walter	Walter de Waddeleye	char-offset:156	PERSON							Principal				de Waddeleye
cd203e49-8e5c-4e6a-a837-b271db70e654	HCM 1734	1317	Walter de Weston	Walter de Weston	char-offset:450	PERSON							Witness		Witness		
b20b4552-f578-467a-b37d-0676b7f04311	HCM 287	1315/6	Walter de Weston	Walter de Weston	char-offset:84	PERSON							Principal				
834c6f48-e1c3-43d1-878a-8effeb680750	HCM 3155	1314	Walter	Walter	char-offset:182	PERSON							Principal			archbishop	
bb71dc00-41a4-446f-80da-ad375829fc3e	HCM 383	1316	Walter	Walter	char-offset:102	PERSON							Principal				
af45ee00-78e0-4fa7-837e-ca57538c3d48	HCM 773	1311/2	Walter le baggere	Walter le baggere	char-offset:825	PERSON							Witness		Witness		
4a828592-2c9b-4894-8a79-68d221f9a79f	HCM 174	1312	Walter Brond	Walter le Brond	char-offset:463	PERSON							Witness		Witness		
9825c9ed-166d-4409-b5d9-470aab7c5b03	HCM 219	1317	Walter le Bonde	Walter le Brond	char-offset:56	PERSON							Principal				
61c7d639-b102-43f6-a63f-1b74ae1a95bc	HCM 2876	1313	Walter le Brut	Walter le Brut	char-offset:404	PERSON							Witness		Witness		
daf9712d-d0a6-4853-901c-d0efb529eec8	HCM 290	1312/3	Walter le Chamberleyn	Walter le Chamberleyn	char-offset:423	PERSON							Witness		Witness		
186527ec-ed26-462a-bc81-e38f9f73816d	HCM 352	1315	Walter le Chaumberleyn	Walter le Chamberleyn	char-offset:521	PERSON							Witness		Witness		
fda052a0-f6c2-46c0-9e73-4f351342976a	HCM 2505	1308	Walter Morewy	Walter Morewy	char-offset:142	PERSON							Principal				of Nortone
e4a0e544-3bd7-4462-ae46-30b6f6dced8b	HCM 1703	1317	Walter of Turford	Walter of Turford	char-offset:116	PERSON							Principal				
cd65887b-2b6d-4b0e-9e87-2fe3fd4e0d0e	HCM 2876	1313	Walter Roggers	Walter Roggers	char-offset:376	PERSON							Witness		Witness		
ee81da7b-4b4c-4f46-a209-3e72f35d00c4	HCM 678	1314	Walter son of Henry le Reue de Waltone	Walter son of Henry le Reue de Waltone	char-offset:29	PERSON							Principal				
baab1917-bcbe-4519-b0c1-62f37601cc3b	HCM 384	1315/6	Walter son of William Hathewy of Oxenhale	Walter son of William Hathewy of Oxenhale	char-offset:95	PERSON							Principal				
795fea3d-2c00-4ba0-be05-8f5ab763b050	HCM 385	1st half of 14th cent.	Walter son of William Hathi of Oxenhale	Walter son of William Hathewy of Oxenhale	char-offset:121	PERSON							Principal				
08198947-4c15-43f8-9752-cd132f676b39	HCM 201	1315	Walter Theubaud	Walter Theobaud	char-offset:357	PERSON							Scribe				
990160e1-fecb-4f29-8415-d21efe8d2785	HCM 2096	1315	Walter Theobaud	Walter Theobaud	char-offset:4435	PERSON							Witness		Witness		
08b806db-a946-4577-876b-4c6cfd07e628	HCM 1485	circa 1314	Walter Thop	Walter Thop	char-offset:631	PERSON							Witness		Witness		
0f3a7e5a-6974-4229-98e8-5cec473eabdc	HCM 2096	1315	Walter Thorgrym	Walter Thorgrym	char-offset:4178	PERSON							Witness		Witness	bailiff of the bishop of Hereford	
b6c5ed21-5106-4dcb-9420-68fddb5f9bfe	HCM 1489	1308	Walter Tope	Walter Tope	char-offset:826	PERSON							Witness		Witness		
b5c89310-64d0-4af9-98c9-4d2e43530ba2	HCM 469	1305	Walter Tope	Walter Tope	char-offset:434	PERSON							Scribe		Witness		
24970b66-088f-46f2-8faf-ee1cda81a64e	HCM 593	1307/8	Walter Whytte	Walter Whytte	char-offset:921	PERSON							Scribe		Witness		
5d596a4f-68ac-4a83-bc5e-57794344b9a6	HCM 678	1314	Waltone	Waltone	char-offset:60	PLACE							Nominative		Nominative		
357d4067-a85d-41d7-95e3-72a5eb93a77d	HCM 1622	1307	Wanetyng	Wanetyng	char-offset:159	PLACE							Nominative		Nominative		
c3859074-bcba-436d-9e8a-c704b6f6f275	HCM 2586	1306/7	Warewyk	Warewyk	char-offset:95	PLACE	http://sws.geonames.org/2634725	Warwick	52.28333	-1.58333			Nominative		Nominative		
7fd7abd1-de71-48ad-a623-998cb5050d3c	HCM 2592	1308	Warrewyk'	Warewyk	char-offset:39	PLACE	http://sws.geonames.org/2634725	Warwick	52.28333	-1.58333			Nominative		Nominative		
4d0c07c7-1909-46f1-856f-e73265f3fc15	HCM 352	1315	Warren de Cheuenham	Warren de Cheuenham	char-offset:632	PERSON							Witness		Witness		
b8eb30f4-befd-4a36-955c-30a3ba92362d	HCM 1658	1315/6	weir (gurges)	weir (gurges)	char-offset:236	PLACE							Natural feature				
4b4ca2df-04cc-45ee-9b94-e77c86c7020c	HCM 207	1312	Welbeton	Welbeton	char-offset:298	PLACE							Nominative		Nominative		
47d16218-1c79-40f0-9283-63749b5b2b04	HCM 1489	1308	Welynton'	Welintone	char-offset:897	PLACE							Nominative		Nominative		
f2957c5a-d976-4749-a928-42666709a08c	HCM 2873	1311	Welynton’	Welintone	char-offset:665	PLACE							Nominative		Nominative		
10929dc1-2513-4ccd-9e18-492eccc3732e	HCM 773	1311/2	Welintone	Welintone	char-offset:764	PLACE							Nominative		Nominative		
4b0f7df0-0cf4-4f49-9e77-48b6785cda5c	HCM 174	1312	Werham	Werham	char-offset:455	PLACE							Nominative		Nominative		
ddbee217-22b5-4b69-b826-a586fc66248e	HCM 1854	1317	Westminster	Westminster	char-offset:628	PLACE	http://sws.geonames.org/2634341	City of Westminster	51.5	-0.11667			Given at		Given at		
4c0a9f8d-d7c8-49cc-9983-960960407b48	HCM 1929	1313	Westminster	Westminster	char-offset:374	PLACE	http://sws.geonames.org/2634341	City of Westminster	51.5	-0.11667			Given at		Given at		
32b5f882-8703-4cdf-bd43-2519283829f6	HCM 1930	1313	Westminster	Westminster	char-offset:491	PLACE	http://sws.geonames.org/2634341	City of Westminster	51.5	-0.11667			Given at		Given at		
254621c8-c746-48bc-9cda-726d6fdd56fc	HCM 2674	1310	Westminster	Westminster	char-offset:433	PLACE	http://sws.geonames.org/2634341	City of Westminster	51.5	-0.11667			Given at		Given at		
f38b8413-b6cb-48df-876d-a6378baf4525	HCM 2880	1317	Westminster.	Westminster	char-offset:327	PLACE	http://sws.geonames.org/2634341	City of Westminster	51.5	-0.11667			Given at		Given at		
3c454703-6bc4-4d37-803c-5c7f430520c0	HCM 1313	1311	Weston	Weston	char-offset:592	PLACE							Nominative		Nominative		
01cdf692-4742-47ab-80b3-a5f14e1fd2ba	HCM 1621	1313	Weston’	Weston	char-offset:478	PLACE	http://dare.ht.lu.se/places/25962	Weston	51.961033	-0.149112			Nominative		Nominative		
5ed39023-09e0-41cb-ba10-17f26cf4843a	HCM 1734	1317	Weston	Weston	char-offset:460	PLACE	http://dare.ht.lu.se/places/25962	Weston	51.961033	-0.149112			Nominative		Nominative		
e2f099ae-42fe-4951-8f22-fac6ae6059a4	HCM 1768	1314	Weston'	Weston	char-offset:1180	PLACE	http://dare.ht.lu.se/places/25962	Weston	51.961033	-0.149112			Nominative		Nominative		
b2c50766-5ae0-4b18-9c93-48e46e0f343e	HCM 1736	1305	Westuinster	Westuinster	char-offset:217	PLACE	http://sws.geonames.org/2634341	City of Westminster	51.5	-0.11667			Given at		Given at		
b053d794-218f-419e-a9f3-05534b6d34b3	HCM 2597	1310	Whitteneye	Whitteneye	char-offset:273	PLACE							Nominative		Nominative		
46eb1149-366c-4ad1-9c76-0f11edc347e6	HCM 2721	1309	Wytteneye	Whitteneye	char-offset:287	PLACE							Nominative		Nominative		
006750b2-4516-4ccc-9836-f89a673bbac3	HCM 2722	1310/11	Wytteney	Whitteneye	char-offset:275	PLACE							Nominative		Nominative		
8d2f396f-b759-4a2a-82b6-922fb78695cb	HCM 2093	1317/8	Wiggemore	Wiggemore	char-offset:647	PLACE	http://sws.geonames.org/2633937	Wigmore	52.31667	-2.85			Nominative		Nominative		
aac723fb-e116-44d4-a4d8-85d26de1ea8c	HCM 2593	1308	Wygemore	Wiggemore	char-offset:96	PLACE							Nominative		Nominative		
e2d5a021-1b53-4aa9-ab24-f5d9608ef8c7	HCM 1368	1317	Wigmore	Wiggemore	char-offset:506	PERSON							Nominative		Nominative		
d522eb5b-51e0-4d26-8d00-57aa7f062c58	HCM 589	1311	William his brother	William, brother of Walter de Thornbury	char-offset:139	PERSON							Principal				that is, William (de Thornbury?) brother of Walter de Thornbury
6a761e14-6973-47ea-9ee0-05449246f1c5	HCM 2871	1306/7	William [de] Testa, archdeacon of A[...]n in the church of Cominges ('Archidiacon' Aranen' in ecclesia Couen' ')	William [de] Testa, archdeacon of A[...]n in the church of Cominges ('Archidiacon' Aranen' in ecclesia Couen' ')	char-offset:410	PERSON							Principal			archdeacon of A[...]n in the church of Cominges ('Archidiacon' Aranen' in ecclesia Couen' ')	
1a761270-dc94-4655-8add-3f4ad59c1a96	HCM 1768	1314	William ap Howel Vachan	William ap Howel Vachan	char-offset:123	PERSON							Principal				
d4fef7f9-c823-4de5-9eeb-de7916411131	HCM 1918	1316	William Balle	William Balle	char-offset:518	PERSON							Witness		Witness		
ab51e525-a347-4adc-9d0a-4067316b2a89	HCM 378	1317	William Bene	William Bene	char-offset:373	PERSON							Witness		Witness		
cba40cec-8c67-49c9-b37b-9e619af118b0	HCM 287	1315/6	William Benet de la Wallis	William Benet de la Wallis	char-offset:387	PERSON							Witness		Witness		
b4d30cb7-2849-4f65-9850-fe087d14684e	HCM 209	1316	William Bernard	William Bernard	char-offset:689	PERSON							Scribe		Witness		
f76081e7-39e6-47f9-a3d6-10827fc255bf	HCM 383	1316	William Bollok	William Bollok	char-offset:676	PERSON							Scribe		Witness		
d0a7e601-75ad-45c1-95f9-f107a056378e	HCM 384	1315/6	William Bollok	William Bollok	char-offset:512	PERSON							Witness		Witness		
60142fbc-51e6-401c-9b28-c703e47d4429	HCM 3162	1306	William Bouhs	William Bouhs	char-offset:649	PERSON							Witness		Witness	clerks	
59087d94-cbb5-4f36-95c4-d529bfc23590	HCM 755	1317	William called le Bonde	William called le Bonde	char-offset:1377	PERSON							Witness		Witness		
