Source	Target	Weight
the highway	England	1
the highway	Laurence brother of John son of Stephen	1
the highway	Richard de la Hay	1
the highway	the chaplains in the church of Hereford	1
the highway	John Pryde	1
the highway	Hereford	1
the highway	John de la Pounde	1
the highway	the parents of Hugh de Brehousa	1
the highway	William de Orleton	1
the highway	Edward II	1
the highway	John Noreman	1
the highway	Walter Theobaud	1
the highway	Maddeleye	1
the highway	the chapter, Hereford	1
the highway	Orleton	1
the highway	the other chaplains of the chapel of St Katherine	1
the highway	the chapter of Hereford	1
the highway	John son of Stephen	1
the highway	the said prebend of Gorewalle	1
the highway	Wykewane	1
the highway	the prebend of Gorewalle	1
the highway	Thomas Tope	1
the highway	St. Nicholas (in vico Sancti Nicholi)	1
Monnington on Wye	Richard Swinfield	1
Monnington on Wye	the chapel of St. Katherine the Virgin and Martyr of Hereford	1
Monnington on Wye	la Pounde	1
Monnington on Wye	John	1
Monnington on Wye	Hugh de Monyton	1
Monnington on Wye	Richard de Wykewane	1
Monnington on Wye	Gorewalle	1
Monnington on Wye	the said church	1
Monnington on Wye	Richard Heruy	1
Monnington on Wye	the altar of St. Mary on the south side of the said churc	1
Monnington on Wye	the rest of the chaplains of the said chapel	1
Monnington on Wye	Thomas Theobaud	1
Monnington on Wye	Giles le Deyare	1
Monnington on Wye	the house of the lepers of Yeygne	1
Monnington on Wye	Eign Street	1
Monnington on Wye	la Haye	1
Monnington on Wye	Walter Thorgrym	1
Monnington on Wye	England	1
Monnington on Wye	Laurence brother of John son of Stephen	1
Monnington on Wye	Richard de la Hay	1
Monnington on Wye	the chaplains in the church of Hereford	1
Monnington on Wye	John Pryde	1
Monnington on Wye	John de la Pounde	1
Monnington on Wye	the parents of Hugh de Brehousa	1
Monnington on Wye	William de Orleton	1
Monnington on Wye	Edward II	1
Monnington on Wye	John Noreman	1
Monnington on Wye	Walter Theobaud	1
Monnington on Wye	Maddeleye	1
Monnington on Wye	the chapter, Hereford	1
Monnington on Wye	Orleton	1
Monnington on Wye	the other chaplains of the chapel of St Katherine	1
Monnington on Wye	the chapter of Hereford	1
Monnington on Wye	John son of Stephen	1
Monnington on Wye	the said prebend of Gorewalle	1
Monnington on Wye	Wykewane	1
Monnington on Wye	Ledbury	1
Monnington on Wye	the prebend of Gorewalle	1
Monnington on Wye	Thomas Tope	1
Monnington on Wye	St. Nicholas (in vico Sancti Nicholi)	1
Richard Swinfield	the chapel of St. Katherine the Virgin and Martyr of Hereford	1
Richard Swinfield	la Pounde	1
Richard Swinfield	John	1
Richard Swinfield	Hugh de Monyton	1
Richard Swinfield	Richard de Wykewane	1
Richard Swinfield	Gorewalle	1
Richard Swinfield	the said church	1
Richard Swinfield	Richard Heruy	2
Richard Swinfield	the altar of St. Mary on the south side of the said churc	1
Richard Swinfield	the rest of the chaplains of the said chapel	1
Richard Swinfield	Thomas Theobaud	1
Richard Swinfield	Giles le Deyare	1
Richard Swinfield	the house of the lepers of Yeygne	1
Richard Swinfield	Eign Street	1
Richard Swinfield	la Haye	1
Richard Swinfield	Walter Thorgrym	1
Richard Swinfield	Laurence brother of John son of Stephen	1
Richard Swinfield	Richard de la Hay	1
Richard Swinfield	the chaplains in the church of Hereford	1
Richard Swinfield	John Pryde	1
Richard Swinfield	John de la Pounde	1
Richard Swinfield	the parents of Hugh de Brehousa	1
Richard Swinfield	William de Orleton	1
Richard Swinfield	John Noreman	1
Richard Swinfield	Walter Theobaud	1
Richard Swinfield	Maddeleye	1
Richard Swinfield	the chapter, Hereford	1
Richard Swinfield	Orleton	1
Richard Swinfield	the other chaplains of the chapel of St Katherine	1
Richard Swinfield	the chapter of Hereford	2
Richard Swinfield	John son of Stephen	1
Richard Swinfield	the said prebend of Gorewalle	1
Richard Swinfield	Wykewane	1
Richard Swinfield	Ledbury	1
Richard Swinfield	the prebend of Gorewalle	1
Richard Swinfield	Thomas Tope	1
Richard Swinfield	St. Nicholas (in vico Sancti Nicholi)	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	la Pounde	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	John	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Hugh de Monyton	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Richard de Wykewane	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Gorewalle	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the said church	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Richard Heruy	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the altar of St. Mary on the south side of the said churc	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the rest of the chaplains of the said chapel	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Thomas Theobaud	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Giles le Deyare	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the house of the lepers of Yeygne	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Eign Street	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	la Haye	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Walter Thorgrym	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	England	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Laurence brother of John son of Stephen	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Richard de la Hay	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the chaplains in the church of Hereford	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	John Pryde	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Hereford	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	John de la Pounde	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the parents of Hugh de Brehousa	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	William de Orleton	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Edward II	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	John Noreman	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Walter Theobaud	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Maddeleye	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the chapter, Hereford	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Orleton	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the other chaplains of the chapel of St Katherine	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the chapter of Hereford	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	John son of Stephen	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the said prebend of Gorewalle	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Wykewane	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Ledbury	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	the prebend of Gorewalle	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	Thomas Tope	1
the chapel of St. Katherine the Virgin and Martyr of Hereford	St. Nicholas (in vico Sancti Nicholi)	1
la Pounde	John	1
la Pounde	Hugh de Monyton	1
la Pounde	Richard de Wykewane	1
la Pounde	Gorewalle	1
la Pounde	the said church	1
la Pounde	Richard Heruy	1
la Pounde	the altar of St. Mary on the south side of the said churc	1
la Pounde	the rest of the chaplains of the said chapel	1
la Pounde	Thomas Theobaud	1
la Pounde	Giles le Deyare	1
la Pounde	the house of the lepers of Yeygne	1
la Pounde	Eign Street	1
la Pounde	la Haye	1
la Pounde	Walter Thorgrym	1
la Pounde	England	1
la Pounde	Laurence brother of John son of Stephen	1
la Pounde	Richard de la Hay	1
la Pounde	the chaplains in the church of Hereford	1
la Pounde	John Pryde	1
la Pounde	Hereford	2
la Pounde	John de la Pounde	1
la Pounde	the parents of Hugh de Brehousa	1
la Pounde	William de Orleton	1
la Pounde	Edward II	1
la Pounde	John Noreman	1
la Pounde	Walter Theobaud	1
la Pounde	Maddeleye	1
la Pounde	the chapter, Hereford	1
la Pounde	Orleton	1
la Pounde	the other chaplains of the chapel of St Katherine	1
la Pounde	the chapter of Hereford	1
la Pounde	John son of Stephen	1
la Pounde	the said prebend of Gorewalle	1
la Pounde	Wykewane	1
la Pounde	Ledbury	1
la Pounde	the prebend of Gorewalle	1
la Pounde	Thomas Tope	1
la Pounde	St. Nicholas (in vico Sancti Nicholi)	1
John	Hugh de Monyton	2
John	Gorewalle	1
John	the said church	1
John	Richard Heruy	1
John	the altar of St. Mary on the south side of the said churc	1
John	the rest of the chaplains of the said chapel	1
John	Thomas Theobaud	1
John	Giles le Deyare	1
John	the house of the lepers of Yeygne	1
John	Eign Street	1
John	la Haye	1
John	Walter Thorgrym	1
John	England	1
John	Laurence brother of John son of Stephen	1
John	Richard de la Hay	1
John	the chaplains in the church of Hereford	1
John	John Pryde	1
John	John de la Pounde	1
John	the parents of Hugh de Brehousa	1
John	William de Orleton	1
John	Edward II	1
John	John Noreman	1
John	Walter Theobaud	1
John	Maddeleye	1
John	the chapter, Hereford	1
John	Orleton	1
John	the other chaplains of the chapel of St Katherine	1
John	the chapter of Hereford	1
John	John son of Stephen	1
John	the said prebend of Gorewalle	1
John	Ledbury	2
John	the prebend of Gorewalle	1
John	Thomas Tope	1
John	St. Nicholas (in vico Sancti Nicholi)	1
Hugh de Monyton	Richard de Wykewane	1
Hugh de Monyton	Gorewalle	1
Hugh de Monyton	the said church	1
Hugh de Monyton	Richard Heruy	1
Hugh de Monyton	the altar of St. Mary on the south side of the said churc	1
Hugh de Monyton	the rest of the chaplains of the said chapel	1
Hugh de Monyton	Thomas Theobaud	1
Hugh de Monyton	Giles le Deyare	1
Hugh de Monyton	the house of the lepers of Yeygne	1
Hugh de Monyton	Eign Street	1
Hugh de Monyton	la Haye	1
Hugh de Monyton	Walter Thorgrym	1
Hugh de Monyton	England	1
Hugh de Monyton	Laurence brother of John son of Stephen	1
Hugh de Monyton	Richard de la Hay	1
Hugh de Monyton	the chaplains in the church of Hereford	1
Hugh de Monyton	John Pryde	1
Hugh de Monyton	John de la Pounde	1
Hugh de Monyton	the parents of Hugh de Brehousa	1
Hugh de Monyton	William de Orleton	1
Hugh de Monyton	Edward II	1
Hugh de Monyton	John Noreman	1
Hugh de Monyton	Walter Theobaud	1
Hugh de Monyton	Maddeleye	1
Hugh de Monyton	the chapter, Hereford	1
Hugh de Monyton	Orleton	1
Hugh de Monyton	the other chaplains of the chapel of St Katherine	1
Hugh de Monyton	the chapter of Hereford	1
Hugh de Monyton	John son of Stephen	1
Hugh de Monyton	the said prebend of Gorewalle	1
Hugh de Monyton	Wykewane	1
Hugh de Monyton	the prebend of Gorewalle	1
Hugh de Monyton	St. Nicholas (in vico Sancti Nicholi)	1
Richard de Wykewane	Gorewalle	1
Richard de Wykewane	the said church	1
Richard de Wykewane	Richard Heruy	1
Richard de Wykewane	the altar of St. Mary on the south side of the said churc	1
Richard de Wykewane	the rest of the chaplains of the said chapel	1
Richard de Wykewane	Thomas Theobaud	1
Richard de Wykewane	Giles le Deyare	1
Richard de Wykewane	the house of the lepers of Yeygne	1
Richard de Wykewane	Eign Street	1
Richard de Wykewane	la Haye	1
Richard de Wykewane	Walter Thorgrym	1
Richard de Wykewane	England	1
Richard de Wykewane	Laurence brother of John son of Stephen	1
Richard de Wykewane	Richard de la Hay	1
Richard de Wykewane	the chaplains in the church of Hereford	1
Richard de Wykewane	John Pryde	1
Richard de Wykewane	John de la Pounde	1
Richard de Wykewane	the parents of Hugh de Brehousa	1
Richard de Wykewane	William de Orleton	1
Richard de Wykewane	Edward II	1
Richard de Wykewane	John Noreman	1
Richard de Wykewane	Walter Theobaud	1
Richard de Wykewane	Maddeleye	1
Richard de Wykewane	the chapter, Hereford	1
Richard de Wykewane	Orleton	1
Richard de Wykewane	the other chaplains of the chapel of St Katherine	1
Richard de Wykewane	the chapter of Hereford	1
Richard de Wykewane	John son of Stephen	1
Richard de Wykewane	the said prebend of Gorewalle	1
Richard de Wykewane	Ledbury	1
Richard de Wykewane	the prebend of Gorewalle	1
Richard de Wykewane	Thomas Tope	1
Richard de Wykewane	St. Nicholas (in vico Sancti Nicholi)	1
Gorewalle	the said church	1
Gorewalle	Richard Heruy	1
Gorewalle	the altar of St. Mary on the south side of the said churc	1
Gorewalle	the rest of the chaplains of the said chapel	1
Gorewalle	Thomas Theobaud	1
Gorewalle	Giles le Deyare	1
Gorewalle	the house of the lepers of Yeygne	1
Gorewalle	Eign Street	1
Gorewalle	la Haye	1
Gorewalle	Walter Thorgrym	1
Gorewalle	England	1
Gorewalle	Laurence brother of John son of Stephen	1
Gorewalle	Richard de la Hay	1
Gorewalle	the chaplains in the church of Hereford	1
Gorewalle	John Pryde	1
Gorewalle	Hereford	1
Gorewalle	John de la Pounde	1
Gorewalle	the parents of Hugh de Brehousa	1
Gorewalle	William de Orleton	1
Gorewalle	Edward II	1
Gorewalle	John Noreman	1
Gorewalle	Walter Theobaud	1
Gorewalle	Maddeleye	1
Gorewalle	the chapter, Hereford	1
Gorewalle	Orleton	1
Gorewalle	the other chaplains of the chapel of St Katherine	1
Gorewalle	the chapter of Hereford	1
Gorewalle	John son of Stephen	1
Gorewalle	the said prebend of Gorewalle	1
Gorewalle	Wykewane	1
Gorewalle	Ledbury	1
Gorewalle	the prebend of Gorewalle	1
Gorewalle	Thomas Tope	1
Gorewalle	St. Nicholas (in vico Sancti Nicholi)	1
the said church	Richard Heruy	1
the said church	the altar of St. Mary on the south side of the said churc	1
the said church	the rest of the chaplains of the said chapel	1
the said church	Thomas Theobaud	1
the said church	Giles le Deyare	1
the said church	the house of the lepers of Yeygne	1
the said church	Eign Street	1
the said church	la Haye	1
the said church	Walter Thorgrym	1
the said church	England	1
the said church	Laurence brother of John son of Stephen	1
the said church	Richard de la Hay	1
the said church	the chaplains in the church of Hereford	1
the said church	John Pryde	1
the said church	Hereford	1
the said church	John de la Pounde	1
the said church	the parents of Hugh de Brehousa	1
the said church	William de Orleton	1
the said church	Edward II	1
the said church	John Noreman	1
the said church	Walter Theobaud	1
the said church	Maddeleye	1
the said church	the chapter, Hereford	1
the said church	Orleton	1
the said church	the other chaplains of the chapel of St Katherine	1
the said church	the chapter of Hereford	1
the said church	John son of Stephen	1
the said church	the said prebend of Gorewalle	1
the said church	Wykewane	1
the said church	Ledbury	1
the said church	the prebend of Gorewalle	1
the said church	Thomas Tope	1
the said church	St. Nicholas (in vico Sancti Nicholi)	1
Richard Heruy	the altar of St. Mary on the south side of the said churc	1
Richard Heruy	the rest of the chaplains of the said chapel	1
Richard Heruy	Thomas Theobaud	1
Richard Heruy	Giles le Deyare	1
Richard Heruy	the house of the lepers of Yeygne	1
Richard Heruy	Eign Street	1
Richard Heruy	la Haye	1
Richard Heruy	Walter Thorgrym	1
Richard Heruy	England	1
Richard Heruy	Laurence brother of John son of Stephen	1
Richard Heruy	Richard de la Hay	1
Richard Heruy	the chaplains in the church of Hereford	1
Richard Heruy	John Pryde	1
Richard Heruy	Hereford	2
Richard Heruy	John de la Pounde	1
Richard Heruy	the parents of Hugh de Brehousa	1
Richard Heruy	William de Orleton	1
Richard Heruy	Edward II	1
Richard Heruy	John Noreman	1
Richard Heruy	Walter Theobaud	1
Richard Heruy	Maddeleye	1
Richard Heruy	the chapter, Hereford	1
Richard Heruy	Orleton	1
Richard Heruy	the other chaplains of the chapel of St Katherine	1
Richard Heruy	the chapter of Hereford	1
Richard Heruy	John son of Stephen	1
Richard Heruy	the said prebend of Gorewalle	1
Richard Heruy	Wykewane	1
Richard Heruy	Ledbury	1
Richard Heruy	the prebend of Gorewalle	1
Richard Heruy	Thomas Tope	1
Richard Heruy	St. Nicholas (in vico Sancti Nicholi)	1
the altar of St. Mary on the south side of the said churc	the rest of the chaplains of the said chapel	1
the altar of St. Mary on the south side of the said churc	Thomas Theobaud	1
the altar of St. Mary on the south side of the said churc	Giles le Deyare	1
the altar of St. Mary on the south side of the said churc	the house of the lepers of Yeygne	1
the altar of St. Mary on the south side of the said churc	Eign Street	1
the altar of St. Mary on the south side of the said churc	la Haye	1
the altar of St. Mary on the south side of the said churc	Walter Thorgrym	1
the altar of St. Mary on the south side of the said churc	England	1
the altar of St. Mary on the south side of the said churc	Laurence brother of John son of Stephen	1
the altar of St. Mary on the south side of the said churc	Richard de la Hay	1
the altar of St. Mary on the south side of the said churc	the chaplains in the church of Hereford	1
the altar of St. Mary on the south side of the said churc	John Pryde	1
the altar of St. Mary on the south side of the said churc	Hereford	1
the altar of St. Mary on the south side of the said churc	John de la Pounde	1
the altar of St. Mary on the south side of the said churc	the parents of Hugh de Brehousa	1
the altar of St. Mary on the south side of the said churc	William de Orleton	1
the altar of St. Mary on the south side of the said churc	Edward II	1
the altar of St. Mary on the south side of the said churc	John Noreman	1
the altar of St. Mary on the south side of the said churc	Walter Theobaud	1
the altar of St. Mary on the south side of the said churc	Maddeleye	1
the altar of St. Mary on the south side of the said churc	the chapter, Hereford	1
the altar of St. Mary on the south side of the said churc	Orleton	1
the altar of St. Mary on the south side of the said churc	the other chaplains of the chapel of St Katherine	1
the altar of St. Mary on the south side of the said churc	the chapter of Hereford	1
the altar of St. Mary on the south side of the said churc	John son of Stephen	1
the altar of St. Mary on the south side of the said churc	the said prebend of Gorewalle	1
the altar of St. Mary on the south side of the said churc	Wykewane	1
the altar of St. Mary on the south side of the said churc	Ledbury	1
the altar of St. Mary on the south side of the said churc	the prebend of Gorewalle	1
the altar of St. Mary on the south side of the said churc	Thomas Tope	1
the altar of St. Mary on the south side of the said churc	St. Nicholas (in vico Sancti Nicholi)	1
the rest of the chaplains of the said chapel	Thomas Theobaud	1
the rest of the chaplains of the said chapel	Giles le Deyare	1
the rest of the chaplains of the said chapel	the house of the lepers of Yeygne	1
the rest of the chaplains of the said chapel	Eign Street	1
the rest of the chaplains of the said chapel	la Haye	1
the rest of the chaplains of the said chapel	Walter Thorgrym	1
the rest of the chaplains of the said chapel	England	1
the rest of the chaplains of the said chapel	Laurence brother of John son of Stephen	1
the rest of the chaplains of the said chapel	Richard de la Hay	1
the rest of the chaplains of the said chapel	the chaplains in the church of Hereford	1
the rest of the chaplains of the said chapel	John Pryde	1
the rest of the chaplains of the said chapel	Hereford	1
the rest of the chaplains of the said chapel	John de la Pounde	1
the rest of the chaplains of the said chapel	the parents of Hugh de Brehousa	1
the rest of the chaplains of the said chapel	William de Orleton	1
the rest of the chaplains of the said chapel	Edward II	1
the rest of the chaplains of the said chapel	John Noreman	1
the rest of the chaplains of the said chapel	Walter Theobaud	1
the rest of the chaplains of the said chapel	Maddeleye	1
the rest of the chaplains of the said chapel	the chapter, Hereford	1
the rest of the chaplains of the said chapel	Orleton	1
the rest of the chaplains of the said chapel	the other chaplains of the chapel of St Katherine	1
the rest of the chaplains of the said chapel	the chapter of Hereford	1
the rest of the chaplains of the said chapel	John son of Stephen	1
the rest of the chaplains of the said chapel	the said prebend of Gorewalle	1
the rest of the chaplains of the said chapel	Wykewane	1
the rest of the chaplains of the said chapel	Ledbury	1
the rest of the chaplains of the said chapel	the prebend of Gorewalle	1
the rest of the chaplains of the said chapel	Thomas Tope	1
the rest of the chaplains of the said chapel	St. Nicholas (in vico Sancti Nicholi)	1
Thomas Theobaud	Giles le Deyare	1
Thomas Theobaud	the house of the lepers of Yeygne	1
Thomas Theobaud	Eign Street	1
Thomas Theobaud	la Haye	1
Thomas Theobaud	Walter Thorgrym	1
Thomas Theobaud	England	1
Thomas Theobaud	Laurence brother of John son of Stephen	1
Thomas Theobaud	Richard de la Hay	1
Thomas Theobaud	the chaplains in the church of Hereford	1
Thomas Theobaud	John Pryde	2
Thomas Theobaud	John de la Pounde	1
Thomas Theobaud	the parents of Hugh de Brehousa	1
Thomas Theobaud	William de Orleton	1
Thomas Theobaud	Edward II	1
Thomas Theobaud	John Noreman	1
Thomas Theobaud	Walter Theobaud	1
Thomas Theobaud	Maddeleye	1
Thomas Theobaud	the chapter, Hereford	1
Thomas Theobaud	Orleton	1
Thomas Theobaud	the other chaplains of the chapel of St Katherine	1
Thomas Theobaud	the chapter of Hereford	1
Thomas Theobaud	John son of Stephen	1
Thomas Theobaud	the said prebend of Gorewalle	1
Thomas Theobaud	Wykewane	1
Thomas Theobaud	Ledbury	1
Thomas Theobaud	the prebend of Gorewalle	1
Thomas Theobaud	Thomas Tope	1
Thomas Theobaud	St. Nicholas (in vico Sancti Nicholi)	1
Giles le Deyare	the house of the lepers of Yeygne	1
Giles le Deyare	Eign Street	1
Giles le Deyare	la Haye	1
Giles le Deyare	Walter Thorgrym	1
Giles le Deyare	England	1
Giles le Deyare	Laurence brother of John son of Stephen	1
Giles le Deyare	Richard de la Hay	1
Giles le Deyare	the chaplains in the church of Hereford	1
Giles le Deyare	John Pryde	1
Giles le Deyare	Hereford	1
Giles le Deyare	John de la Pounde	1
Giles le Deyare	the parents of Hugh de Brehousa	1
Giles le Deyare	William de Orleton	1
Giles le Deyare	Edward II	1
Giles le Deyare	John Noreman	1
Giles le Deyare	Walter Theobaud	1
Giles le Deyare	Maddeleye	1
Giles le Deyare	the chapter, Hereford	1
Giles le Deyare	Orleton	1
Giles le Deyare	the other chaplains of the chapel of St Katherine	1
Giles le Deyare	the chapter of Hereford	1
Giles le Deyare	John son of Stephen	1
Giles le Deyare	the said prebend of Gorewalle	1
Giles le Deyare	Wykewane	1
Giles le Deyare	Ledbury	1
Giles le Deyare	the prebend of Gorewalle	1
Giles le Deyare	Thomas Tope	1
Giles le Deyare	St. Nicholas (in vico Sancti Nicholi)	1
the house of the lepers of Yeygne	Eign Street	1
the house of the lepers of Yeygne	la Haye	1
the house of the lepers of Yeygne	Walter Thorgrym	1
the house of the lepers of Yeygne	England	1
the house of the lepers of Yeygne	Laurence brother of John son of Stephen	1
the house of the lepers of Yeygne	Richard de la Hay	1
the house of the lepers of Yeygne	the chaplains in the church of Hereford	1
the house of the lepers of Yeygne	John Pryde	1
the house of the lepers of Yeygne	Hereford	1
the house of the lepers of Yeygne	John de la Pounde	1
the house of the lepers of Yeygne	the parents of Hugh de Brehousa	1
the house of the lepers of Yeygne	William de Orleton	1
the house of the lepers of Yeygne	Edward II	1
the house of the lepers of Yeygne	John Noreman	1
the house of the lepers of Yeygne	Walter Theobaud	1
the house of the lepers of Yeygne	Maddeleye	1
the house of the lepers of Yeygne	the chapter, Hereford	1
the house of the lepers of Yeygne	Orleton	1
the house of the lepers of Yeygne	the other chaplains of the chapel of St Katherine	1
the house of the lepers of Yeygne	the chapter of Hereford	1
the house of the lepers of Yeygne	John son of Stephen	1
the house of the lepers of Yeygne	the said prebend of Gorewalle	1
the house of the lepers of Yeygne	Wykewane	1
the house of the lepers of Yeygne	Ledbury	1
the house of the lepers of Yeygne	the prebend of Gorewalle	1
the house of the lepers of Yeygne	Thomas Tope	1
the house of the lepers of Yeygne	St. Nicholas (in vico Sancti Nicholi)	1
Eign Street	la Haye	1
Eign Street	Walter Thorgrym	1
Eign Street	England	1
Eign Street	Laurence brother of John son of Stephen	1
Eign Street	Richard de la Hay	1
Eign Street	the chaplains in the church of Hereford	1
Eign Street	John Pryde	1
Eign Street	Hereford	1
Eign Street	John de la Pounde	1
Eign Street	the parents of Hugh de Brehousa	1
Eign Street	William de Orleton	1
Eign Street	Edward II	1
Eign Street	John Noreman	1
Eign Street	Walter Theobaud	1
Eign Street	Maddeleye	1
Eign Street	the chapter, Hereford	1
Eign Street	Orleton	1
Eign Street	the other chaplains of the chapel of St Katherine	1
Eign Street	the chapter of Hereford	1
Eign Street	John son of Stephen	1
Eign Street	the said prebend of Gorewalle	1
Eign Street	Wykewane	1
Eign Street	Ledbury	1
Eign Street	the prebend of Gorewalle	1
Eign Street	Thomas Tope	1
Eign Street	St. Nicholas (in vico Sancti Nicholi)	1
la Haye	Walter Thorgrym	1
la Haye	England	1
la Haye	Laurence brother of John son of Stephen	1
la Haye	Richard de la Hay	1
la Haye	the chaplains in the church of Hereford	1
la Haye	John Pryde	1
la Haye	Hereford	1
la Haye	John de la Pounde	1
la Haye	the parents of Hugh de Brehousa	1
la Haye	William de Orleton	1
la Haye	Edward II	1
la Haye	John Noreman	1
la Haye	Walter Theobaud	1
la Haye	Maddeleye	1
la Haye	the chapter, Hereford	1
la Haye	Orleton	1
la Haye	the other chaplains of the chapel of St Katherine	1
la Haye	the chapter of Hereford	1
la Haye	John son of Stephen	1
la Haye	the said prebend of Gorewalle	1
la Haye	Wykewane	1
la Haye	Ledbury	1
la Haye	the prebend of Gorewalle	1
la Haye	Thomas Tope	1
la Haye	St. Nicholas (in vico Sancti Nicholi)	1
Walter Thorgrym	England	1
Walter Thorgrym	Laurence brother of John son of Stephen	1
Walter Thorgrym	Richard de la Hay	1
Walter Thorgrym	the chaplains in the church of Hereford	1
Walter Thorgrym	John Pryde	1
Walter Thorgrym	Hereford	1
Walter Thorgrym	John de la Pounde	1
Walter Thorgrym	the parents of Hugh de Brehousa	1
Walter Thorgrym	William de Orleton	1
Walter Thorgrym	Edward II	1
Walter Thorgrym	John Noreman	1
Walter Thorgrym	Walter Theobaud	1
Walter Thorgrym	Maddeleye	1
Walter Thorgrym	the chapter, Hereford	1
Walter Thorgrym	Orleton	1
Walter Thorgrym	the other chaplains of the chapel of St Katherine	1
Walter Thorgrym	the chapter of Hereford	1
Walter Thorgrym	John son of Stephen	1
Walter Thorgrym	the said prebend of Gorewalle	1
Walter Thorgrym	Wykewane	1
Walter Thorgrym	Ledbury	1
Walter Thorgrym	the prebend of Gorewalle	1
Walter Thorgrym	Thomas Tope	1
Walter Thorgrym	St. Nicholas (in vico Sancti Nicholi)	1
England	Laurence brother of John son of Stephen	1
England	Richard de la Hay	1
England	the chaplains in the church of Hereford	1
England	John Pryde	1
England	Hereford	2
England	John de la Pounde	1
England	the parents of Hugh de Brehousa	1
England	William de Orleton	1
England	Edward II	2
England	John Noreman	1
England	Walter Theobaud	1
England	Maddeleye	1
England	the chapter, Hereford	1
England	Orleton	1
England	the other chaplains of the chapel of St Katherine	1
England	the chapter of Hereford	1
England	John son of Stephen	1
England	the said prebend of Gorewalle	1
England	Wykewane	1
England	Ledbury	1
England	the prebend of Gorewalle	1
England	Thomas Tope	1
England	St. Nicholas (in vico Sancti Nicholi)	1
Laurence brother of John son of Stephen	Richard de la Hay	1
Laurence brother of John son of Stephen	the chaplains in the church of Hereford	1
Laurence brother of John son of Stephen	John Pryde	1
Laurence brother of John son of Stephen	Hereford	1
Laurence brother of John son of Stephen	John de la Pounde	1
Laurence brother of John son of Stephen	the parents of Hugh de Brehousa	1
Laurence brother of John son of Stephen	William de Orleton	1
Laurence brother of John son of Stephen	Edward II	1
Laurence brother of John son of Stephen	John Noreman	1
Laurence brother of John son of Stephen	Walter Theobaud	1
Laurence brother of John son of Stephen	Maddeleye	1
Laurence brother of John son of Stephen	the chapter, Hereford	1
Laurence brother of John son of Stephen	Orleton	1
Laurence brother of John son of Stephen	the other chaplains of the chapel of St Katherine	1
Laurence brother of John son of Stephen	the chapter of Hereford	1
Laurence brother of John son of Stephen	John son of Stephen	1
Laurence brother of John son of Stephen	the said prebend of Gorewalle	1
Laurence brother of John son of Stephen	Wykewane	1
Laurence brother of John son of Stephen	Ledbury	1
Laurence brother of John son of Stephen	the prebend of Gorewalle	1
Laurence brother of John son of Stephen	Thomas Tope	1
Laurence brother of John son of Stephen	St. Nicholas (in vico Sancti Nicholi)	1
Richard de la Hay	the chaplains in the church of Hereford	1
Richard de la Hay	John Pryde	1
Richard de la Hay	Hereford	2
Richard de la Hay	John de la Pounde	1
Richard de la Hay	the parents of Hugh de Brehousa	1
Richard de la Hay	William de Orleton	1
Richard de la Hay	Edward II	1
Richard de la Hay	John Noreman	1
Richard de la Hay	Walter Theobaud	1
Richard de la Hay	Maddeleye	1
Richard de la Hay	the chapter, Hereford	1
Richard de la Hay	Orleton	1
Richard de la Hay	the other chaplains of the chapel of St Katherine	1
