Source	Target	Weight
Richard de la Hay	the chapter of Hereford	1
Richard de la Hay	John son of Stephen	1
Richard de la Hay	the said prebend of Gorewalle	1
Richard de la Hay	Wykewane	1
Richard de la Hay	Ledbury	1
Richard de la Hay	the prebend of Gorewalle	1
Richard de la Hay	Thomas Tope	2
Richard de la Hay	St. Nicholas (in vico Sancti Nicholi)	1
the chaplains in the church of Hereford	John Pryde	1
the chaplains in the church of Hereford	Hereford	1
the chaplains in the church of Hereford	John de la Pounde	1
the chaplains in the church of Hereford	the parents of Hugh de Brehousa	1
the chaplains in the church of Hereford	William de Orleton	1
the chaplains in the church of Hereford	Edward II	1
the chaplains in the church of Hereford	John Noreman	1
the chaplains in the church of Hereford	Walter Theobaud	1
the chaplains in the church of Hereford	Maddeleye	1
the chaplains in the church of Hereford	the chapter, Hereford	1
the chaplains in the church of Hereford	Orleton	1
the chaplains in the church of Hereford	the other chaplains of the chapel of St Katherine	1
the chaplains in the church of Hereford	the chapter of Hereford	1
the chaplains in the church of Hereford	John son of Stephen	1
the chaplains in the church of Hereford	the said prebend of Gorewalle	1
the chaplains in the church of Hereford	Wykewane	1
the chaplains in the church of Hereford	Ledbury	1
the chaplains in the church of Hereford	the prebend of Gorewalle	1
the chaplains in the church of Hereford	Thomas Tope	1
the chaplains in the church of Hereford	St. Nicholas (in vico Sancti Nicholi)	1
John Pryde	the parents of Hugh de Brehousa	1
John Pryde	William de Orleton	1
John Pryde	Edward II	1
John Pryde	John Noreman	1
John Pryde	Walter Theobaud	1
John Pryde	the chapter, Hereford	1
John Pryde	Orleton	1
John Pryde	the other chaplains of the chapel of St Katherine	1
John Pryde	the chapter of Hereford	1
John Pryde	John son of Stephen	1
John Pryde	the said prebend of Gorewalle	1
John Pryde	Wykewane	1
John Pryde	Ledbury	1
John Pryde	the prebend of Gorewalle	1
John Pryde	Thomas Tope	1
John Pryde	St. Nicholas (in vico Sancti Nicholi)	1
Hereford	the parents of Hugh de Brehousa	1
Hereford	John Noreman	1
Hereford	Walter Theobaud	1
Hereford	the chapter, Hereford	1
Hereford	the other chaplains of the chapel of St Katherine	1
Hereford	John son of Stephen	1
Hereford	the said prebend of Gorewalle	1
Hereford	the prebend of Gorewalle	1
Hereford	St. Nicholas (in vico Sancti Nicholi)	1
John de la Pounde	the parents of Hugh de Brehousa	1
John de la Pounde	William de Orleton	1
John de la Pounde	Edward II	1
John de la Pounde	John Noreman	1
John de la Pounde	Walter Theobaud	1
John de la Pounde	Maddeleye	1
John de la Pounde	the chapter, Hereford	1
John de la Pounde	Orleton	1
John de la Pounde	the other chaplains of the chapel of St Katherine	1
John de la Pounde	the chapter of Hereford	1
John de la Pounde	John son of Stephen	1
John de la Pounde	the said prebend of Gorewalle	1
John de la Pounde	Wykewane	1
John de la Pounde	Ledbury	1
John de la Pounde	the prebend of Gorewalle	1
John de la Pounde	Thomas Tope	1
John de la Pounde	St. Nicholas (in vico Sancti Nicholi)	1
the parents of Hugh de Brehousa	William de Orleton	1
the parents of Hugh de Brehousa	Edward II	1
the parents of Hugh de Brehousa	John Noreman	1
the parents of Hugh de Brehousa	Walter Theobaud	1
the parents of Hugh de Brehousa	Maddeleye	1
the parents of Hugh de Brehousa	the chapter, Hereford	1
the parents of Hugh de Brehousa	Orleton	1
the parents of Hugh de Brehousa	the other chaplains of the chapel of St Katherine	1
the parents of Hugh de Brehousa	the chapter of Hereford	1
the parents of Hugh de Brehousa	John son of Stephen	1
the parents of Hugh de Brehousa	the said prebend of Gorewalle	1
the parents of Hugh de Brehousa	Wykewane	1
the parents of Hugh de Brehousa	Ledbury	1
the parents of Hugh de Brehousa	the prebend of Gorewalle	1
the parents of Hugh de Brehousa	Thomas Tope	1
the parents of Hugh de Brehousa	St. Nicholas (in vico Sancti Nicholi)	1
William de Orleton	Edward II	1
William de Orleton	John Noreman	1
William de Orleton	Walter Theobaud	1
William de Orleton	Maddeleye	1
William de Orleton	the chapter, Hereford	1
William de Orleton	the other chaplains of the chapel of St Katherine	1
William de Orleton	the chapter of Hereford	1
William de Orleton	John son of Stephen	1
William de Orleton	the said prebend of Gorewalle	1
William de Orleton	Wykewane	1
William de Orleton	Ledbury	1
William de Orleton	the prebend of Gorewalle	1
William de Orleton	Thomas Tope	1
William de Orleton	St. Nicholas (in vico Sancti Nicholi)	1
Edward II	John Noreman	1
Edward II	Walter Theobaud	1
Edward II	Maddeleye	1
Edward II	the chapter, Hereford	1
Edward II	Orleton	1
Edward II	the other chaplains of the chapel of St Katherine	1
Edward II	the chapter of Hereford	1
Edward II	John son of Stephen	1
Edward II	the said prebend of Gorewalle	1
Edward II	Wykewane	1
Edward II	Ledbury	1
Edward II	the prebend of Gorewalle	1
Edward II	Thomas Tope	1
Edward II	St. Nicholas (in vico Sancti Nicholi)	1
John Noreman	Walter Theobaud	1
John Noreman	Maddeleye	1
John Noreman	the chapter, Hereford	1
John Noreman	Orleton	1
John Noreman	the other chaplains of the chapel of St Katherine	1
John Noreman	the chapter of Hereford	1
John Noreman	John son of Stephen	1
John Noreman	the said prebend of Gorewalle	1
John Noreman	Wykewane	1
John Noreman	Ledbury	1
John Noreman	the prebend of Gorewalle	1
John Noreman	Thomas Tope	1
John Noreman	St. Nicholas (in vico Sancti Nicholi)	1
Walter Theobaud	Maddeleye	1
Walter Theobaud	the chapter, Hereford	1
Walter Theobaud	Orleton	1
Walter Theobaud	the other chaplains of the chapel of St Katherine	1
Walter Theobaud	the chapter of Hereford	1
Walter Theobaud	John son of Stephen	1
Walter Theobaud	the said prebend of Gorewalle	1
Walter Theobaud	Wykewane	1
Walter Theobaud	the prebend of Gorewalle	1
Walter Theobaud	Thomas Tope	1
Walter Theobaud	St. Nicholas (in vico Sancti Nicholi)	1
Maddeleye	the chapter, Hereford	1
Maddeleye	Orleton	1
Maddeleye	the other chaplains of the chapel of St Katherine	1
Maddeleye	the chapter of Hereford	1
Maddeleye	John son of Stephen	1
Maddeleye	the said prebend of Gorewalle	1
Maddeleye	Wykewane	1
Maddeleye	Ledbury	1
Maddeleye	the prebend of Gorewalle	1
Maddeleye	Thomas Tope	1
Maddeleye	St. Nicholas (in vico Sancti Nicholi)	1
the chapter, Hereford	Orleton	1
the chapter, Hereford	the other chaplains of the chapel of St Katherine	1
the chapter, Hereford	the chapter of Hereford	1
the chapter, Hereford	John son of Stephen	1
the chapter, Hereford	the said prebend of Gorewalle	1
the chapter, Hereford	Wykewane	1
the chapter, Hereford	Ledbury	1
the chapter, Hereford	the prebend of Gorewalle	1
the chapter, Hereford	Thomas Tope	1
the chapter, Hereford	St. Nicholas (in vico Sancti Nicholi)	1
Orleton	the other chaplains of the chapel of St Katherine	1
Orleton	John son of Stephen	1
Orleton	the said prebend of Gorewalle	1
Orleton	Wykewane	1
Orleton	Ledbury	2
Orleton	the prebend of Gorewalle	1
Orleton	St. Nicholas (in vico Sancti Nicholi)	1
the other chaplains of the chapel of St Katherine	the chapter of Hereford	1
the other chaplains of the chapel of St Katherine	John son of Stephen	1
the other chaplains of the chapel of St Katherine	the said prebend of Gorewalle	1
the other chaplains of the chapel of St Katherine	Wykewane	1
the other chaplains of the chapel of St Katherine	Ledbury	1
the other chaplains of the chapel of St Katherine	the prebend of Gorewalle	1
the other chaplains of the chapel of St Katherine	Thomas Tope	1
the other chaplains of the chapel of St Katherine	St. Nicholas (in vico Sancti Nicholi)	1
the chapter of Hereford	John son of Stephen	1
the chapter of Hereford	the said prebend of Gorewalle	1
the chapter of Hereford	Wykewane	1
the chapter of Hereford	Ledbury	1
the chapter of Hereford	the prebend of Gorewalle	1
the chapter of Hereford	Thomas Tope	1
the chapter of Hereford	St. Nicholas (in vico Sancti Nicholi)	1
John son of Stephen	the said prebend of Gorewalle	1
John son of Stephen	Wykewane	1
John son of Stephen	Ledbury	1
John son of Stephen	the prebend of Gorewalle	1
John son of Stephen	Thomas Tope	1
John son of Stephen	St. Nicholas (in vico Sancti Nicholi)	1
the said prebend of Gorewalle	Wykewane	1
the said prebend of Gorewalle	Ledbury	1
the said prebend of Gorewalle	the prebend of Gorewalle	1
the said prebend of Gorewalle	Thomas Tope	1
the said prebend of Gorewalle	St. Nicholas (in vico Sancti Nicholi)	1
Wykewane	Ledbury	1
Wykewane	the prebend of Gorewalle	1
Wykewane	Thomas Tope	1
Wykewane	St. Nicholas (in vico Sancti Nicholi)	1
Ledbury	the prebend of Gorewalle	1
Ledbury	St. Nicholas (in vico Sancti Nicholi)	1
the prebend of Gorewalle	Thomas Tope	1
the prebend of Gorewalle	St. Nicholas (in vico Sancti Nicholi)	1
Thomas Tope	St. Nicholas (in vico Sancti Nicholi)	1
Hereford	John de Bromfeld	2
Hereford	Halton	1
Hereford	Reginald de Bromfeld	1
Hereford	Buterleye	1
Hereford	a son of Stephen de Buterleye, lord of Buterleye	1
Hereford	Bromfeld	2
John de Bromfeld	the chapter of Hereford	1
John de Bromfeld	Halton	1
John de Bromfeld	Reginald de Bromfeld	1
John de Bromfeld	Buterleye	1
John de Bromfeld	a son of Stephen de Buterleye, lord of Buterleye	1
John de Bromfeld	Bromfeld	3
the chapter of Hereford	Halton	1
the chapter of Hereford	Reginald de Bromfeld	1
the chapter of Hereford	Buterleye	1
the chapter of Hereford	a son of Stephen de Buterleye, lord of Buterleye	1
the chapter of Hereford	Bromfeld	1
Halton	Reginald de Bromfeld	1
Halton	Buterleye	1
Halton	a son of Stephen de Buterleye, lord of Buterleye	1
Halton	Bromfeld	1
Reginald de Bromfeld	Buterleye	1
Reginald de Bromfeld	a son of Stephen de Buterleye, lord of Buterleye	1
Reginald de Bromfeld	Bromfeld	1
Buterleye	a son of Stephen de Buterleye, lord of Buterleye	1
Buterleye	Bromfeld	1
a son of Stephen de Buterleye, lord of Buterleye	Bromfeld	1
Hereford	John le Bretun, formerly bishop of Hereford	1
John le Bretun, formerly bishop of Hereford	dean and chapter of Hereford	1
John le Bretun, formerly bishop of Hereford	Bosebury	1
John le Bretun, formerly bishop of Hereford	Richard Swinfield	1
Hereford	the king	1
Hereford	Chichester	1
Hereford	J[ohn de Monmouth], bishop of Ll	1
Hereford	Kemeseye	1
Hereford	Swenesfeld	1
Hereford	the forest of Dene	1
Hereford	John | son of] John de Fontyton	1
Hereford	John de Swinfield	1
Hereford	Llandaff	1
Hereford	Shropshire	1
Hereford	the rectors of the said parish	1
Hereford	John de Ross	3
Hereford	Dene	1
the king	Chichester	1
the king	the chapter of Hereford	1
the king	J[ohn de Monmouth], bishop of Ll	1
the king	Kemeseye	1
the king	Richard Swinfield	1
the king	Swenesfeld	1
the king	the forest of Dene	1
the king	John | son of] John de Fontyton	1
the king	John de Swinfield	1
the king	John de Kemeseye	1
the king	Llandaff	1
the king	Shropshire	1
the king	Ros	1
the king	the rectors of the said parish	1
the king	John de Ross	1
the king	Dene	1
Chichester	the chapter of Hereford	1
Chichester	J[ohn de Monmouth], bishop of Ll	1
Chichester	Kemeseye	1
Chichester	Richard Swinfield	1
Chichester	Swenesfeld	1
Chichester	the forest of Dene	1
Chichester	John | son of] John de Fontyton	1
Chichester	John de Swinfield	1
Chichester	John de Kemeseye	1
Chichester	Llandaff	1
Chichester	Shropshire	1
Chichester	Ros	1
Chichester	the rectors of the said parish	1
Chichester	John de Ross	1
Chichester	Dene	1
the chapter of Hereford	J[ohn de Monmouth], bishop of Ll	1
the chapter of Hereford	Kemeseye	1
the chapter of Hereford	Swenesfeld	1
the chapter of Hereford	the forest of Dene	1
the chapter of Hereford	John | son of] John de Fontyton	1
the chapter of Hereford	John de Swinfield	1
the chapter of Hereford	John de Kemeseye	1
the chapter of Hereford	Llandaff	2
the chapter of Hereford	Shropshire	1
the chapter of Hereford	Ros	2
the chapter of Hereford	the rectors of the said parish	1
the chapter of Hereford	John de Ross	1
the chapter of Hereford	Dene	1
J[ohn de Monmouth], bishop of Ll	Kemeseye	1
J[ohn de Monmouth], bishop of Ll	Richard Swinfield	1
J[ohn de Monmouth], bishop of Ll	Swenesfeld	1
J[ohn de Monmouth], bishop of Ll	the forest of Dene	1
J[ohn de Monmouth], bishop of Ll	John | son of] John de Fontyton	1
J[ohn de Monmouth], bishop of Ll	John de Swinfield	1
J[ohn de Monmouth], bishop of Ll	John de Kemeseye	1
J[ohn de Monmouth], bishop of Ll	Llandaff	1
J[ohn de Monmouth], bishop of Ll	Shropshire	1
J[ohn de Monmouth], bishop of Ll	Ros	1
J[ohn de Monmouth], bishop of Ll	the rectors of the said parish	1
J[ohn de Monmouth], bishop of Ll	John de Ross	1
J[ohn de Monmouth], bishop of Ll	Dene	1
Kemeseye	Swenesfeld	1
Kemeseye	the forest of Dene	1
Kemeseye	John | son of] John de Fontyton	1
Kemeseye	John de Swinfield	1
Kemeseye	Llandaff	1
Kemeseye	Shropshire	1
Kemeseye	Ros	1
Kemeseye	the rectors of the said parish	1
Kemeseye	John de Ross	1
Kemeseye	Dene	1
Richard Swinfield	Swenesfeld	1
Richard Swinfield	the forest of Dene	1
Richard Swinfield	John | son of] John de Fontyton	1
Richard Swinfield	John de Swinfield	1
Richard Swinfield	Llandaff	1
Richard Swinfield	Shropshire	1
Richard Swinfield	Ros	3
Richard Swinfield	the rectors of the said parish	1
Richard Swinfield	John de Ross	3
Richard Swinfield	Dene	1
Swenesfeld	the forest of Dene	1
Swenesfeld	John | son of] John de Fontyton	1
Swenesfeld	John de Swinfield	1
Swenesfeld	John de Kemeseye	1
Swenesfeld	Llandaff	1
Swenesfeld	Shropshire	1
Swenesfeld	Ros	1
Swenesfeld	the rectors of the said parish	1
Swenesfeld	John de Ross	1
Swenesfeld	Dene	1
the forest of Dene	John | son of] John de Fontyton	1
the forest of Dene	John de Swinfield	1
the forest of Dene	John de Kemeseye	1
the forest of Dene	Llandaff	1
the forest of Dene	Shropshire	1
the forest of Dene	Ros	1
the forest of Dene	the rectors of the said parish	1
the forest of Dene	John de Ross	1
the forest of Dene	Dene	1
John | son of] John de Fontyton	John de Swinfield	1
John | son of] John de Fontyton	John de Kemeseye	1
John | son of] John de Fontyton	Llandaff	1
John | son of] John de Fontyton	Shropshire	1
John | son of] John de Fontyton	Ros	1
John | son of] John de Fontyton	the rectors of the said parish	1
John | son of] John de Fontyton	John de Ross	1
John | son of] John de Fontyton	Dene	1
John de Swinfield	John de Kemeseye	1
John de Swinfield	Llandaff	1
John de Swinfield	Shropshire	1
John de Swinfield	Ros	1
John de Swinfield	the rectors of the said parish	1
John de Swinfield	John de Ross	1
John de Swinfield	Dene	1
John de Kemeseye	Llandaff	1
John de Kemeseye	Shropshire	1
John de Kemeseye	Ros	1
John de Kemeseye	the rectors of the said parish	1
John de Kemeseye	John de Ross	1
John de Kemeseye	Dene	1
Llandaff	Shropshire	1
Llandaff	Ros	1
Llandaff	the rectors of the said parish	1
Llandaff	Dene	1
Shropshire	Ros	1
Shropshire	the rectors of the said parish	1
Shropshire	John de Ross	1
Shropshire	Dene	1
Ros	the rectors of the said parish	1
Ros	John de Ross	4
Ros	Dene	1
the rectors of the said parish	John de Ross	1
the rectors of the said parish	Dene	1
John de Ross	Dene	1
Hereford	Somersete	3
Hereford	Roger called de Ledebury.	1
William	Monyton	1
William	Somersete	1
William	Bruneshope	1
William	Ledbury	2
William	John	1
William	Hugh de Monyton	1
William	Roger de Breynton	1
William	Breynton	1
William	Roger called de Ledebury.	1
William	John de la Barewe	1
William	Barewe	1
Monyton	Somersete	1
Monyton	Bruneshope	1
Monyton	John	1
Monyton	Roger de Breynton	1
Monyton	Breynton	1
Monyton	Roger called de Ledebury.	1
Monyton	John de la Barewe	1
Monyton	Barewe	1
Somersete	Bruneshope	3
Somersete	Ledbury	1
Somersete	John	1
Somersete	Hugh de Monyton	1
Somersete	Roger de Breynton	1
Somersete	Breynton	2
Somersete	Roger called de Ledebury.	1
Somersete	John de la Barewe	1
Somersete	Barewe	1
Bruneshope	Ledbury	1
Bruneshope	John	1
Bruneshope	Hugh de Monyton	1
Bruneshope	Roger de Breynton	1
Bruneshope	Breynton	2
Bruneshope	Roger called de Ledebury.	1
