UUID	Document Number	QUOTE_TRANSCRIPTION	STD_PLACE_NAME	LAT	LNG	Place Type	Role	TAGS	COMMENTS
4d48ec62-2f2b-47c3-97a9-a282c7542d1e	HCM 608	Teyntone					Nominative	Nominative	
98f14060-febb-4975-91e8-1f70b92e274e	HCM 1366	Thame	Thame	51.7484	-0.97624		Given at	Given at	
b33f0fa7-4e0e-4ece-84a3-8366530d0795	HCM 1848	Thanet’	Thanet (England)				Nominative	Nominative	
a37de404-e7c0-4200-80da-cdf07c97f282	HCM 2072	Thansto,					Nominative	Nominative	maybe Thanet, as in, the Isleo f?
92d626a6-9833-4a77-bd0a-b94a33c3a951	HCM 2593	the abbey of Wygemore					Given at	Given at	
982b5fd5-8461-405b-9b51-e4fc348b2b81	HCM 608	the aforesaid hay					Other		Woluarchysgreue(?)
7a6a1e72-4ee9-4016-8773-c4224c850504	HCM 946	the almshouse of the same place;					Nominative	Nominative	the almshouse of the cathedral church of Hereford, which lies in Clehonger
c25eeba2-d279-4375-a491-f147a610f6c6	HCM 946	the almshouse which lies in the vill of Clehonger.					Other	Building	that is, the almshouse of the cathedral church of Hereford, which lies in the vill of Clehonger
1b0ce5a4-ba17-42fe-a286-92a4a496960d	HCM 2096	the altar of St. Mary on the south side of the said churc					Other	Building	
70f30d9e-d3ae-42bb-99f3-a8c741d56efb	HCM 1313	the castle of Sweynes'					Other	Building	
71668095-b4cd-49b5-9b2b-b47df5daf55b	HCM 1975	the cemetery of the cathedral church of Hereford	Hereford	52.05684	-2.71482		Other	Building	
2236f7a1-f723-4a87-9496-0c28e635b063	HCM 2096	the chapel of St. Katherine the Virgin and Martyr of Hereford					Other	Building	
87da0217-6240-4835-9ede-9fc3b2705ec8	HCM 1581	the chapter-house at Gloucester	Gloucester	51.86568	-2.2431		Other	Building	
e38b69c2-93ce-40d3-8720-9a68bea423f8	HCM 1622	the chapter-house at Gloucester					Other	Building	
c70dd375-6afb-4fcf-8ee6-3df57e040652	HCM 1682	the chapter-house at Gloucester	Gloucester	51.86568	-2.2431		Other	Building	
dc1ba7ce-e981-4bf6-ac77-d5d7efe1cbb7	HCM 1683	the chapter-house at Gloucester	Gloucester	51.86568	-2.2431		Other	Building	
05a4493f-136f-4c2e-a0f2-732c48771d11	HCM 1746	the chapter-house at Gloucester	Gloucester	51.86568	-2.2431		Other	Building	
7a8409be-11f9-4038-9721-f36036638f43	HCM 181	the chapter-house at Hereford					Given at	Given at	
0ba1b960-3b90-466d-92ee-bf2dd0fbe64a	HCM 186	the chapter-house at Hereford					Given at	Given at	
140562b7-0401-49fe-8dac-4d220987fcbe	HCM 2505	the chapter-house at Hereford					Given at	Given at|Building	
5885711f-3e52-405a-bbb5-f0693f8c5ccc	HCM 2875	the chapter-house at Hereford					Other	Building	
3266e571-b495-4f1e-a6cb-55c9c9f23821	HCM 3180	the chapter-house at Hereford	Hereford	52.05684	-2.71482		Other	Building	
b74ea39b-5ca0-4059-a8a8-30b7ad22f742	HCM 3198	the chapter-house at Hereford	Hereford	52.05684	-2.71482		Other	Building	
5b7e3e26-a012-454b-90bf-04dbd1eaa6c6	HCM 432	the chapter-house at Hereford					Given at	Building|Given at	
d45f9082-3eb2-48e1-a41f-9c1650df8fc5	HCM 1754	the chapter-house at Worcester,					Other	Building	
db8b2871-1490-418f-ac81-3a26adfb178f	HCM 3001	the chapter-house of the said church	Hereford	52.05684	-2.71482		Other	Building	
acacc0c0-d4c6-4bfa-9c50-13bf2d23fab6	HCM 1442	the chapter-house the cathedral church of London	St. Paul’s Cathedral	51.5137417	-0.098465147		Other	Building	
aa70379c-56a5-41ad-bb94-48e816632e5f	HCM 2072	the chapter of Hereford					Other	Building	
cb8349cc-a8a6-45cd-95d2-5628240e4fa6	HCM 2096	the chapter of Hereford	Hereford	52.05684	-2.71482		Other	Building	
418d3068-a765-4946-b826-dac5c9d33752	HCM 2159	the chapter of Hereford					Other	Building	
1733c90e-90aa-4977-87f9-caf4960a230d	HCM 1417	the chapter of the greater church of Hereford	Hereford	52.05684	-2.71482		Given at	Building|Given at	
3ec0a7bb-6946-4e82-a7d9-d70613914452	HCM 2226	the church					Other	Building	that is, the Church of Dunre
e6f970a2-6dd3-42f5-8195-d6179ad8ff1b	HCM 608	the church lane leading towards Werham				Street	Other	Street	
5e342e3d-07e8-45e6-9de5-6e4d1a457993	HCM 2875	the church of Dudelebur'					Other	Building	
a33b28c0-444b-44ae-8cbd-dfe2f774d062	HCM 2226	the church of Dunre					Other		
7823fd58-34a3-47c9-8948-46209b94e064	HCM 1506	the church of Lanleweny					Other	Building	
4998a03b-37b7-4729-80f1-617ea937f207	HCM 1503	the church of Saint Ismael					Other		
966ac7a1-2bcd-41c9-8b67-d10fb0c33c9d	HCM 1504	the church of Saint Ismael					Other		
1da887b0-a594-44aa-a495-7ba06dac9da9	HCM 1505	the church of Saint Ismael					Other	Building	
b31f68ea-6690-4b26-bf63-260199e11f19	HCM 1506	the church of Saint Ismael					Other	Building	
3d095bf8-21b5-41e1-aa10-fab1f7628625	HCM 181	the church of St. Ethelbert of Hereford					Other	Building	
120018d9-c2da-4b48-adc0-e641cab16518	HCM 186	the church of St. Ethelbert of Hereford					Other		
2a23b631-7876-4a05-a692-67b3be4cbdcc	HCM 2059	the church of St. Ethelbert of Hereford					Other	Building	
ec094d81-ff5f-40fa-91d2-ce84869eda91	HCM 2096	the church of St. Ethelbert of Hereford					Other		
3190d236-5d56-4d00-98f8-7459a991e92e	HCM 2145	the church of St. Ethelbert of Hereford					Other		
c1f1fd25-b938-46a7-8b45-6b01ab85d67b	HCM 2251	the church of St. Ethelbert of Hereford					Other		
d5192c82-8081-461b-a04d-b92a3572e22f	HCM 2260	the church of St. Ethelbert of Hereford					Other		
4a0972ad-7021-48b8-b887-40e99e67fb67	HCM 2537	the church of St. Ethelbert of Hereford					Other		
c0b2178f-3823-4ad1-bb1a-22f82ef99512	HCM 2593	the church of St. Ethelbert of Hereford					Other	Building	
2516aab8-bc07-43ec-804e-4d974ec4452e	HCM 2714	the church of St. Ethelbert of Hereford					Other	Building	
21bb00f1-cb91-488d-838b-7d4c07efa5ec	HCM 2720	the church of St. Ethelbert of Hereford					Other	Building	
8e787bbe-edc4-40e0-a39a-b0d8ec354995	HCM 2779	the church of St. Ethelbert of Hereford					Other	Building	
92e37a54-e928-45f9-a0bb-b2fc50ab9003	HCM 3198	the church of St. Ethelbert of Hereford	Hereford	52.05684	-2.71482		Other	Building	
a24d2aa8-72ac-451d-8e80-d6c206a83c53	HCM 2217	the church of St. Gundley in Newport (in novo burgo) in the diocese of Llandaff					Other		
c26ab12e-0db7-4d71-b359-81f6e88dd292	HCM 1780	the church of the Blessed Mary of the Arches, London					Other	Building	
6b97ebe1-0cae-4f7d-88da-f57d9df6c6d8	HCM 1063	the church of Woluyuehop					Other		
3fd85a29-b457-4a5e-b8b9-b2c046cb0cb6	HCM 1489	the common bakehouse of the dean and chapter at Hereford					Other	Building	
decc35b6-fd66-43f7-92cf-6563c013ef57	HCM 1622	the common of the monastery of Gloucester,					Other		
97735fb4-8a8c-4c76-8248-8794f7260a2b	HCM 1581	the convent of St, Peter'					Other	Building	
bc216623-0be2-4fa8-9417-32a2daedd70a	HCM 1683	the convent of St, Peter'	Gloucester	51.86568	-2.2431		Other	Building	
8680ec64-7b98-4715-b8a8-399750923403	HCM 1746	the convent of St. Peter's, Gloucester	Gloucester	51.86568	-2.2431		Other	Building	
ac75f908-0f8f-49a7-8b14-689bd294c395	HCM 1169	the convent of the same place					Other	Building	Lanthon Prima of the diocese of St. Davids
d6752084-d179-4a0b-9baf-247f547a0f92	HCM 1703	the field of Turford					Other	Natural feature	
38b893d4-e1ff-4f96-b8a0-f17dd866bd46	HCM 2463	the fields of Pencoyt					Other	Natural feature	
f1188a8e-faa8-4ee6-a5f4-b3fb8fe837ca	HCM 1703	the field towards Wulferton'					Other	Natural feature	
c199f526-b7c9-4af3-95fb-e49fdeb1821b	HCM 2159	the forest of Dene					Other	Natural feature	
defd9c6f-a36a-4c6a-9585-df1ecb2905c8	HCM 181	the gate called Westyate				Street	Other	Street	
57ade96a-bb4a-454b-9976-b63a0f129668	HCM 1752	thehale					Nominative	Nominative	
f601e68d-8ca6-4fe8-a898-cfe314909d08	HCM 1169	the highway				Street	Other	Street	
970c42cf-6276-4aa3-8000-9d39232f7a0e	HCM 1918	the highway				Street	Other	Street	
9b217315-0ff5-4d2a-860c-1039cf953d04	HCM 2096	the highway				Street	Other	Street	
abb9e0da-6cf5-4dae-843f-37b0dc103d24	HCM 2096	the highway called Fouleslough				Street	Other	Street	
3beb39a3-aaa6-4427-9368-f4f7cd5a2410	HCM 608	the highway which leads towards Breyntone				Street	Other	Street	
b8fbb59a-0aa4-43d0-83a9-c6ef8e40913a	HCM 608	the highway which leads towards Werham				Street	Other	Street	
61ab73b4-b042-4ecd-87e4-181c104b7bfd	HCM 2599	the Holy Land	Tower Ditch				Other		
2891afd5-d222-427a-94c4-a0766d4b2014	HCM 2721	the Holy Land	Israel	31.4468021	35.00771234		Other		
deeacdf4-348b-4a8c-bafd-2b70547ef360	HCM 2722	the Holy Land	Israel	31.4468021	35.00771234		Other		
1e030e4b-4312-4c88-96d7-805b75c5ece6	HCM 2723	the Holy Land	Tower Ditch				Other		
28698f50-3542-44bf-9377-11d852f2e17c	HCM 1734	the Hospital of the Blessed Katherine at Ledbury	Ledbury	52.03639	-2.42635		Other	Building	
fb186705-f7c5-4a34-a77e-f8d157574775	HCM 2871	the house of the dean of St. Paul's, London					Other	Building	
9ec96ba2-82c5-42f7-9710-7bdb6d575224	HCM 2096	the house of the lepers of Yeygne					Other	Building	
c3a4f187-c70f-4b04-b9d1-b2a05f6cd7ff	HCM 2251	their church					Other	Building	
7bb641d0-4adf-42c9-9267-cb135d9b2075	HCM 1736	the king's court at Westuinster	City of Westminster	51.5	-0.11667		Other	Building	
7a0daa2b-370b-4e1b-a788-02cba2959ecb	HCM 1169	the land formerly of William Ploume				Property	Other	Property	
24aac5ed-9d0b-4d5d-a0ea-d6ab6c93adf2	HCM 1169	the land of Giles le deyare				Property	Other	Property	
c054236f-c242-4a47-8ef3-e754a4d545aa	HCM 1169	the land of John Pryde				Property	Other	Property	
86d722ee-5004-4ef0-afb1-c4e08a71b927	HCM 1169	the land of John Throm				Property	Other	Property	
516fe95f-1d25-4a9a-91e1-22b3d087c331	HCM 1169	the land of Reginald Syward				Property	Other	Property	
1be0ee4b-979c-4220-9bb4-f436f76e062b	HCM 1169	the land of the dean and chapter of Hereford				Property	Other	Property	
bba35354-2bd1-49d4-a605-836b6fc10604	HCM 1169	the land of the prebend of Gorewalle				Property	Other	Property	
9666eb73-c276-4e89-a328-837be0884e5c	HCM 1169	the land of the said dominus Hugh				Property	Other	Property	Hugh de Brehousa
f343e306-5190-4cc0-b3ea-368ddae97c76	HCM 1169	the land of Thomas Theobaud				Property	Other	Property	
d10545aa-91f2-4597-8f19-956710e2500e	HCM 1169	the land which belonged to John Lylie				Property	Other	Property	
e5dc6d38-4d72-48ba-98c8-c17cf62324e7	HCM 1169	the land which belonged to Thomas Theobaud				Property	Other	Property	
462e93af-2f63-43bf-896a-2bebae58aad2	HCM 1169	the land which belonged to William Ploume				Property	Other	Property	
4815fc25-484b-4c53-938c-961fef82e40f	HCM 1622	the manor-house of Culn’ Roger					Other	Building	
61b445ac-f70c-493c-9aec-5550d0851341	HCM 1169	the monastery of Lanthon' Prima of the diocese of St. Davids					Other	Building	
63f71bad-fd3e-491e-829e-45dd41943e3d	HCM 2093	the monastery of St. James of Wiggemore in the diocese of Hereford	Wigmore	52.31667	-2.85		Other		
051ce736-c797-4956-b7bb-dd3640af9438	HCM 1581	the monastery of St. Peter					Other	Building	
866efb40-3fab-45bb-b8f1-568a4e22efa7	HCM 2217	the monastery of St. Peter's, Gloucester					Other		
144065f1-1815-48c5-8e4e-d300e71dce84	HCM 1506	the parish church of Saint Peter at Kermerdin					Other	Building	
4cb5cdc4-b24a-4be3-baaf-a0cb5bebbad6	HCM 1169	the pasture of the bishop of Hereford				Property	Other	Property	
d5a1c0aa-4c67-4cff-98eb-ac208da30c8f	HCM 1169	the pasture of the bishops two acres lay in Gaerlecroft				Property	Other	Property	
46a08ec3-99c5-4dce-aabf-bc5d37383364	HCM 1505	the Priory of Kedewelly					Other	Building	
35bb2bbb-cf89-4d02-b470-73137c9fbe3e	HCM 2260	the province of Canterbury					Other		
6f43fe57-e4bb-4665-bba0-accbf5985f76	HCM 2996	the Roman court	Avignon (Papal city)				Other		
b5a817ff-af74-4f94-9b9a-c129bb221004	HCM 2096	the said church	Hereford	52.05684	-2.71482		Other	Building	
d876b5fd-5057-485c-b300-3132999ba7b8	HCM 2872	the said church	Hereford	52.05684	-2.71482		Other	Building	Hereford Cathedrak
628b4bd5-29b7-4cbe-b70f-5f761a214ca8	HCM 608	the said highway				Street	Other	Street	the highway which leads towards Werham
d081bace-50fe-4135-b63d-abf9f1eb2f7f	HCM 1247	the same	Africa (region)	32.5	7.5		Nominative	Nominative	of the same = also of Homptone
02e9a07f-4c60-4ea7-9847-b3a174f86e4b	HCM 3001	the same church	Hereford	52.05684	-2.71482		Given at	Given at	
3d0597db-c242-4cef-90e9-1c30ad93ed45	HCM 1751	the way called Folkestret				Street	Other	Street	
a6b30a06-fd0c-49a3-9034-cbd441006542	HCM 593	the way called le Grenewey				Street	Other	Street	
1ccf0513-44db-4ec5-b958-c4c957167dd3	HCM 1931	Thonderlee					Given at	Given at	
4308615e-50ca-47df-9074-6745142d46a2	HCM 589	Thornbury	Thornbury	51.60889	-2.52028		Nominative	Nominative	
1dd0f3ae-6541-4e91-ad09-610dbd60d44c	HCM 3001	Thornhagh'					Nominative	Nominative	
7f01882b-bf52-40cb-9b84-95ebfdbeb4ed	HCM 758	Thornhagh'					Nominative	Nominative	
6f5a86cf-d3c8-45df-946c-0efe4570f5e1	HCM 1622	Todeworth					Nominative	Nominative	
cecbd549-378e-41bc-afb6-4126508da04f	HCM 1658	Tolyscroft					Other		
c4c64037-4c5c-4d03-b302-a6094c5e7d90	HCM 773	Torbervile					Nominative	Nominative	
a35d6186-9ba3-414c-847b-f5533b1975d7	HCM 383	Tornour					Nominative	Nominative	
21b34945-a581-424a-85ce-59b4200c343c	HCM 1768	Trayn Mawr					Other		
c4baea37-5f03-4206-bb76-2b6e649a7f1b	HCM 1523	Traynmeybon Meurik'					Other		
d917794c-e023-45e2-a0c9-308278c2df8e	HCM 1736	Trikingham					Nominative	Nominative	
1724ea47-8827-4725-a268-7a1c59d29622	HCM 773	Trilleck					Nominative	Nominative	
84f71011-a50b-4cc6-af59-aaa792236de2	HCM 1441	Tulliam prison					Other		
efc68ca2-1bcb-4275-8329-e7ac5e0f1518	HCM 678	Turbeuill					Nominative	Nominative	
64900b6d-5221-48d7-8e91-038bb63bcbd6	HCM 1703	Turford					Given at	Given at	
39bd4c51-ad5c-4d6d-a14b-e2c5850871b3	HCM 1703	Turford					Nominative	Nominative	
eff04141-3b5f-4b50-8801-b70f8980a42a	HCM 1703	Turford					Other		
47a2fa64-e3af-484b-af68-90cb9b0377c8	HCM 2876	two acres of land				Property	Other	Property	
0b7a02f5-fbb1-42ee-b01a-f83db2e0b6dc	HCM 1751	Underdoune.					Nominative	Nominative	
acfe84b5-afa6-4fdd-9a56-902651136103	HCM 755	Upton’	Upton	42.17454	-71.60229		Nominative	Nominative	
b050f838-8462-487b-878f-ff02de57257a	HCM 3001	Vaison	Vaison-la-Romaine (France)				Other		
40d83bbf-ef13-4a19-8b52-250380a8b18c	HCM 1658	Valence	Valence	44.10823	0.89101		Nominative	Nominative	
5dbdcedc-4156-48ef-8d5b-0f054a6573ba	HCM 1366	Vienne	Col. Vienna|Théatre antique, Vienne|Col. Vienna, Vienne|Temple d'Auguste et de Livie, Vienne|Colline Sainte-Blandine, Vienne|Odéon antique, Vienne|Vienne	45.524879	4.878693		Other		
403eade7-31da-4a9d-8708-9201418262f7	HCM 1367	Vienne	Col. Vienna|Théatre antique, Vienne|Col. Vienna, Vienne|Temple d'Auguste et de Livie, Vienne|Colline Sainte-Blandine, Vienne|Odéon antique, Vienne|Vienne	45.524879	4.878693		Nominative	Nominative	
2437a2ed-7f90-46a5-a026-fc6fe7d0b78b	HCM 1247	Vincula	St. Peter Ad Vincula				Other		
541efb43-2719-4ba0-ae1b-65217dee9957	HCM 209	Waddeleye					Nominative	Nominative	
df3db065-f14e-4c87-a338-a09353260025	HCM 1752	Waleneye					Other		
63ebedf1-4dae-4401-a258-3c70caf7f5ea	HCM 2597	Wales	Wales	53.34061	-1.28162		Other		
d710918b-4d12-4823-b8d9-08e2e1885d7c	HCM 2598	Wales	Wales				Other		
6ac04029-b584-4148-8918-1cdd55e826af	HCM 2599	Wales	Wales	53.34061	-1.28162		Other		
3836f16e-e047-477e-938c-d085acbf8933	HCM 2600	Wales	Wales	53.34061	-1.28162		Other		
e0c33990-fdac-40c9-9264-32242c815a39	HCM 2717	Wales	Wales				Other		
80904ad8-8aba-4566-b562-827d6b07f18a	HCM 2721	Wales	Wales				Other		
9b07618f-9e32-493e-9bdd-47bd80b9fc93	HCM 2722	Wales	Wales				Other		
1a4d53ec-7bd4-4910-ae34-f2ca34e3ccef	HCM 2723	Wales	Wales				Other		
5d596a4f-68ac-4a83-bc5e-57794344b9a6	HCM 678	Waltone					Nominative	Nominative	
357d4067-a85d-41d7-95e3-72a5eb93a77d	HCM 1622	Wanetyng					Nominative	Nominative	
c3859074-bcba-436d-9e8a-c704b6f6f275	HCM 2586	Warewyk	Warwick	52.28333	-1.58333		Nominative	Nominative	
7fd7abd1-de71-48ad-a623-998cb5050d3c	HCM 2592	Warrewyk'	Warwick	52.28333	-1.58333		Nominative	Nominative	
d338ff79-e6d0-4161-841e-00dcf420fb9f	HCM 608	Waye					Other	Natural feature	the river Wye
b8eb30f4-befd-4a36-955c-30a3ba92362d	HCM 1658	weir (gurges)					Other	Natural feature	
4b4ca2df-04cc-45ee-9b94-e77c86c7020c	HCM 207	Welbeton					Nominative	Nominative	
10929dc1-2513-4ccd-9e18-492eccc3732e	HCM 773	Welintone					Nominative	Nominative	
47d16218-1c79-40f0-9283-63749b5b2b04	HCM 1489	Welynton'					Nominative	Nominative	
f2957c5a-d976-4749-a928-42666709a08c	HCM 2873	Welynton'					Nominative	Nominative	
4b0f7df0-0cf4-4f49-9e77-48b6785cda5c	HCM 174	Werham					Nominative	Nominative	
5c4110c7-f6f9-41d2-b4bf-61c256163145	HCM 608	Werham					Other		
86e1d951-66a4-4e08-8725-ea25980431f6	HCM 609	Werham					Other		
e5d190ed-662c-4cf2-a9d0-a679d980cdd4	HCM 608	Werhameshelde					Other		
08ce1465-1830-4241-a1c5-93934be0de64	HCM 1658	Wersefordia					Other		
bbd588e5-143c-46e7-bbc3-990029281e5e	HCM 1065	Westminster	Westminster Abbey	51.49879294	-0.12768431		Other		
fca25b23-77d0-41c4-9eb4-89e981717552	HCM 1367	Westminster	Westminster				Other		
64b8be07-5027-4e8a-afb4-ab0b380a5de8	HCM 1621	Westminster	Westminster	33.75918	-118.00673		Other		
b2c50766-5ae0-4b18-9c93-48e46e0f343e	HCM 1736	Westminster	City of Westminster	51.5	-0.11667		Given at	Given at	
ddbee217-22b5-4b69-b826-a586fc66248e	HCM 1854	Westminster	City of Westminster	51.5	-0.11667		Given at	Given at	
4c0a9f8d-d7c8-49cc-9983-960960407b48	HCM 1929	Westminster	City of Westminster	51.5	-0.11667		Given at	Given at	
32b5f882-8703-4cdf-bd43-2519283829f6	HCM 1930	Westminster	City of Westminster	51.5	-0.11667		Given at	Given at	
254621c8-c746-48bc-9cda-726d6fdd56fc	HCM 2674	Westminster	City of Westminster	51.5	-0.11667		Given at	Given at	
f38b8413-b6cb-48df-876d-a6378baf4525	HCM 2880	Westminster	City of Westminster	51.5	-0.11667		Given at	Given at	
3c454703-6bc4-4d37-803c-5c7f430520c0	HCM 1313	Weston					Nominative	Nominative	
01cdf692-4742-47ab-80b3-a5f14e1fd2ba	HCM 1621	Weston	Weston	51.961033	-0.149112		Nominative	Nominative	
5ed39023-09e0-41cb-ba10-17f26cf4843a	HCM 1734	Weston	Weston	51.961033	-0.149112		Nominative	Nominative	
e2f099ae-42fe-4951-8f22-fac6ae6059a4	HCM 1768	Weston	Weston	51.961033	-0.149112		Nominative	Nominative	
a75a61fc-663f-44e1-a502-9664fe0202c6	HCM 209	Westyate					Other		
b053d794-218f-419e-a9f3-05534b6d34b3	HCM 2597	Whitteneye					Nominative	Nominative	
8d2f396f-b759-4a2a-82b6-922fb78695cb	HCM 2093	Wiggemore	Wigmore	52.31667	-2.85		Nominative	Nominative	
fe1c4a9a-7428-4962-b2c4-d717f8c5e6ef	HCM 3001	Wilton	Wilton	41.19537	-73.4379		Nominative	Nominative	
22d11b68-fde5-4b6b-8295-dbabd9448623	HCM 1077	Winchester	Winchester	51.06513	-1.3187		Other		
594249b3-6b90-4274-a5d8-977a3b970d45	HCM 1851	Winchester	Winchester	51.06513	-1.3187		Nominative	Nominative	
ccd01992-76bd-4df0-94cb-174f09bdaf6e	HCM 2947.G	Windsor	Windsor (Berkshire, England)				Given at	Given at	
907b3537-518a-4a3e-8787-3fdccf022399	HCM 564	Wodefeld					Other		
525589f8-68fa-42b9-acb2-1ac3c723c997	HCM 608	Woluarchysgreue(?)					Other		
439fde26-45be-4848-b048-b94ea5e33544	HCM 1063	Woluyuehop					Other		
8d490f0a-5b82-468e-975b-2a84b5e0dd95	HCM 1441	Worcester	Worcester	52.18935	-2.22001		Nominative	Nominative	
2407f9f2-a4d4-4335-8c07-256f1a11d2d3	HCM 1754	Worcester	Worcester	52.18935	-2.22001		Given at	Given at	
fe8e6429-0c4e-4d12-a9e2-9e8f099109e8	HCM 1754	Worcester	Worcester	52.18935	-2.22001		Nominative	Nominative	
3631e898-e1b0-4486-9785-c95699a3f05f	HCM 207	Wormbrugg					Nominative	Nominative	
6a7b9d99-e8db-4a12-9e46-141cae0fa039	HCM 209	Wormele					Nominative	Nominative	
b43d96f9-9827-4efe-ae31-bc688f678a84	HCM 680	Wormetone					Nominative	Nominative	
e4c007be-7071-493e-8676-dbda233801d0	HCM 681	Wormetone					Other		
b2fa5121-c3b6-4aa3-bb04-c7130c64022e	HCM 1752	Wronhthale				Street	Other	Street	
d12d3385-28fa-4ebe-8416-ff0d7b5c2d56	HCM 1703	Wulferton					Other		
b7e64fbc-a1d0-4373-b6c3-0335ae5e5caa	HCM 209	Wycombe	High Wycombe	51.62907	-0.74934		Nominative	Nominative	
5b19303e-05dd-49b6-878c-56e0a17a120c	HCM 2876	Wydemarsmore					Nominative	Nominative	
dbb56189-2869-477c-851b-d7e1465c8296	HCM 1974	Wydemarstrete				Street	Other	Street	
c0e377c4-194b-45e8-bcc8-29b2bfd59ae5	HCM 1974	Wydemarstrete, Hereford					Other		Widemarsh Street
7cfbf84d-4b76-4acc-8947-9a8619963429	HCM 746	Wydemers					Other		
0c14c2dd-26a3-455b-b31f-472be8325ff7	HCM 1247	Wye	Wye	51.18249	0.93678	Landmark	Other	Landmark	it's a river
2e5d3faa-9fb1-455a-92d9-84caa2b94cc4	HCM 773	Wye	Ross on Wye	51.91667	-2.56667		Other	Natural feature	
aac723fb-e116-44d4-a4d8-85d26de1ea8c	HCM 2593	Wygemore					Nominative	Nominative	
366cac3e-4f52-4fe9-b420-8d055fd27e71	HCM 186	Wyghtfeld					Nominative	Nominative	
37fe87e1-675d-4944-9a2f-b368bdcb758f	HCM 1621	Wygorn'					Nominative	Nominative	
df461fb2-67ee-47f1-a76f-5a03022ad754	HCM 1657	Wyke					Nominative	Nominative	
caf9f3ae-92b5-4d69-a910-fe9b541df956	HCM 1417	Wykewane					Nominative	Nominative	
587855ae-d0df-4852-b96f-d1c3fd72de8c	HCM 2096	Wykewane					Nominative	Nominative	
924c90b8-4bf2-43bb-8c95-32e136fa190a	HCM 1003	Wynchecoumbe					Nominative	Nominative	
478ae0f7-f4b8-4a8a-b580-d6e51e943143	HCM 559	Wyndmulnehul					Other		
061bf87d-5507-48b2-848e-782a2c7025f7	HCM 773	Wynestone					Other		
48841d93-6153-4d7b-ad6e-836405f8a606	HCM 2059	Wythfeld					Nominative	Nominative	
a1e6eb0b-6856-4d88-89fe-01624d4756b6	HCM 2874	Wythfeld					Nominative	Nominative	
5ac0bc40-206e-4f84-a9a6-038182803c24	HCM 1264	Wythynton					Nominative	Nominative	
e7546925-a1e3-4585-a74c-162e917febb3	HCM 1265	Wythynton					Nominative	Nominative	
d2c79f67-da9a-44b0-a972-4bf62e2b52d7	HCM 1281	Wythynton					Nominative	Nominative	
46eb1149-366c-4ad1-9c76-0f11edc347e6	HCM 2721	Wytteney					Nominative	Nominative	
006750b2-4516-4ccc-9836-f89a673bbac3	HCM 2722	Wytteney					Nominative	Nominative	
683a5cad-6222-4d51-8bf1-0c078474f7bd	HCM 1834	Yaneworth'					Nominative	Nominative	
7ecb3873-7194-4a52-87ee-5bd8356d6363	HCM 1836	Yaneworth'					Nominative	Nominative	
f8585af1-648a-4a14-ace9-5899000476f9	HCM 1848	Yanewrth'					Nominative	Nominative	
61ce96e4-f6db-425a-8e16-cfa1249bac9a	HCM 2723	Yanewrth'					Nominative	Nominative	
a02c946d-c6d0-4eb6-8d5b-bc919e20e9d1	HCM 589	Yeddefen loges					Other		
d1518c12-e5f4-4ce0-84a8-c2cf8a7fd1e1	HCM 2096	Yeygne				Street	Nominative	Street|Nominative	Eign Street, in Hereford
f8714e87-f09d-45aa-b9fc-7f8485d6748a	HCM 1441	York	York	53.95763	-1.08271		Nominative	Nominative	
a00e3053-b974-4362-80b2-7834aa0589b6	HCM 3001	York	York	53.95763	-1.08271		Nominative	Nominative	
c8607622-9143-4dfc-8da3-6e6a554e3fc0	HCM 3155	York	York	53.95763	-1.08271		Other		
00a596eb-69bd-4007-b92a-449a9d3c5a36	HCM 3165	York	York	53.95763	-1.08271		Other		
638c0971-c5f1-4272-819d-6ecf871f1db8	HCM 758	York	York	53.95763	-1.08271		Nominative	Nominative	
