UUID	Document Number	QUOTE_TRANSCRIPTION	TYPE	Named by	Role	JOB	TAGS	COMMENTS
fd54c75c-cfd7-446b-9fe1-e8be0e41a7c9	HCM 2873	Everard	PERSON		Other			Everard son of John le Clerk of Bristol
4b1b43ae-0326-4d0a-a9f8-976638de2b39	HCM 2873	Roger le Taillur	PERSON		Witness	bailiff of the dean and chapter of Hereford	Witness	
db2c1890-af7d-4daa-bd6e-abe28dc4a833	HCM 2873	the dean and chapter of Hereford	PERSON	Office	Other		Collective|Office	
5578a9a4-0a27-4bc3-b09d-0eed34a366eb	HCM 2873	Gilbert Blod	PERSON		Witness		Witness	
c14980f8-6ef4-48f1-bab1-bcda1ccb14a6	HCM 2873	John Lightfot	PERSON		Witness		Witness	
1dd86f05-410f-4208-bcb8-6aec8123ab17	HCM 2873	William de Welynton	PERSON		Witness		Witness	
bca63982-0641-493a-a8c3-e0c15106bd4d	HCM 2873	John de Braunford	PERSON		Witness		Witness	
b6a24f37-8f65-425f-a6c8-04299a3e236a	HCM 2873	William le Comsere	PERSON		Witness		Witness	"Is this William le Corvisier, aka Seym (""Seam"") ie cobbler?"
2ef7c024-c07e-4c21-8cd6-6e0638e944f7	HCM 2873	Robert de Somersete	PERSON		Witness		Witness	
64f84647-11a4-493f-991f-4392afec56ea	HCM 2873	William Godknave	PERSON		Other			
d17b4fd6-3e3f-49e3-8c48-41c2a48f413e	HCM 2873	John de la Pounde	PERSON		Other			
2b4379c4-dd47-4628-8175-0f8c49ca9394	HCM 2875	John, dean	PERSON		Principal	dean	Principal	John de Aqua Blanca, Dean of Hereford
e34feb19-a6b5-4427-904f-a835531a4003	HCM 2875	the chapter of the church of St. Ethelbert of Hereford	PERSON	Office	Other		Collective|Office	
5f40a79b-052c-4f26-a017-19b665cc1856	HCM 2875	William Vallet, subtreasurer	PERSON		Principal	subtreasurer	Principal	of Hereford
3450514c-88e2-4415-a9ab-6e936a35199c	HCM 2671	Robert de Cotinton	PERSON		Principal	clerk of the dean and chapter of Hereford	Principal	
229508bb-6121-4341-8c47-a7b23be08a85	HCM 2671	the dean and chapter of Hereford	PERSON	Collective	Other		Collective	
885be622-18b2-45c2-ad8f-2ff78b976a6b	HCM 2671	dean and chapter	PERSON	Collective	Principal		Collective|Principal	that is, the dean and chapter of Hereford
eacb3056-3b7d-4a26-af79-1f22c9032fa2	HCM 2671	W. the Young	PERSON		Principal		Principal	that is, William the Young, aka le Yonge, reciever of the dean and chapter of Hereford
a0049677-368a-43aa-8cf9-4d3609cbc4e7	HCM 2672	John Bardulf	PERSON		Principal	vicar of the church of Lugwardyn	Principal	
48921e2a-de2d-4e4d-87d8-3d98ef72f4ec	HCM 2672	the dean and chapter of the cathedral church of Hereford	PERSON	Collective	Principal		Collective|Principal	
1c655756-3fa8-4b95-8fb8-b0cc17a32f16	HCM 2673	Gilbert de Bruera	PERSON		Principal	clerk	Principal	
e7bb69f3-e537-490d-b1e1-6314bf6b7c53	HCM 2673	Dean and chapter of the church of Hereford	PERSON	Collective	Principal		Collective|Principal	
bffd2330-709e-4fab-9ab6-d19a1eac36c7	HCM 2673	John de Barewe	PERSON		Principal		Principal	
bea8b809-e489-4bbc-93ee-578900984cbf	HCM 2673	Thomas de Cantilupe, one time bishop of Hereford	PERSON		Other		Dead	
55d81ee1-a7a2-49f5-a125-cd5fdb893d52	HCM 2674	Edward II	PERSON		Principal		Principal	Edward II, King of England
dcb738ca-8ce2-41e8-804a-f735b27d0f9b	HCM 2674	dean of Hereford	PERSON	Office	Principal		Principal|Office	Dean of Hereford Cathedral|that is, John de Aqua Blanca (1278-1320)
945d9019-fc1c-4da7-99c7-02362bec49ea	HCM 2674	the Clergy of England	PERSON	Collective	Other		Collective	
80e2ee95-abff-4514-8a76-17da99d642a5	HCM 2674	Emericus de Friscobald	PERSON		Other	merchants		
01d47a39-8109-4785-a463-cd61aab6ad16	HCM 2674	the society of Friscobaldi of Florence	PERSON	Collective	Other	merchants	Collective	Frescobaldi, which is a major family of Florence
d33f5e7b-6081-4e94-8263-51200f901c34	HCM 2674	the king	PERSON		Other			Edward II, King of England
23def838-a065-4362-9ace-60a98fc840d1	HCM 2674	J. de Sandale	PERSON		Scribe		Scribe	John de Sandale?
b936a64c-9856-4255-928e-50395bc4b75e	HCM 2670	Robert de Cotinton	PERSON		Principal	clerk of the dean and chapter of Hereford	Principal	
246f574d-5f11-45b8-b294-a4136a366664	HCM 2670	the dean and chapter of Hereford	PERSON	Collective	Other		Collective	
e4c2aba9-5483-49fe-a6fb-6061f820f7bf	HCM 2670	dean and chapter	PERSON	Collective	Principal		Collective|Principal	Dean and chapter of Hereford
3805fcdd-5d27-4c8e-80b4-c54828eafd4c	HCM 2670	W. the Young	PERSON		Other			William the Young, aka le Yonge, receiver (?) of the dean and chapter of Hereford
4d483a3d-7e08-4596-ae13-8a22874f1487	HCM 153	Hugh son of Hugh Trone de Hereford	PERSON		Principal		Principal	
8098e352-d75e-413d-9437-d10c737f237c	HCM 153	Hugh Troue	PERSON		Other			
5fc3af6c-d665-4073-be36-a01bb9ed1673	HCM 153	Thomas Theobaud	PERSON		Witness	bailiff of the bishop of Hereford	Witness	
970fba98-b71d-4995-90ff-4cdd90da9a46	HCM 153	bailiff of the bishop of Hereford	PERSON	Office	Other		Office	
c3dcd587-a5bd-4040-92f1-aa7b178fac77	HCM 153	Roger de Ledebury	PERSON		Witness		Witness	
a953c33e-cd6b-42a4-844f-e4b7a134bb68	HCM 153	John Peres	PERSON		Witness		Witness	
2f915c69-cdcf-4ee5-b69e-5a3c467c5820	HCM 153	Roger le Taillur	PERSON		Witness		Witness	
184b2993-edf6-44d3-849b-895dbfe7166f	HCM 153	Thomas de Maddeleye	PERSON		Witness		Witness	
196d9ff7-d3b5-4903-8a3f-0c611b28811a	HCM 153	Hugh de Wormele	PERSON		Witness		Witness	
a6501bbb-74bf-483c-b883-ff622b9553a3	HCM 153	John Page	PERSON		Witness		Witness	
c7eca02d-734b-40a2-ad54-257423bd7a0e	HCM 150	Thomas de la Felde	PERSON		Principal		Principal	
ce96f8e0-6793-4596-a747-dc73ab1a0eaa	HCM 150	John Ocche de Hereford	PERSON		Other			
68f8af27-1710-441d-8930-5efa42c5e3b2	HCM 150	Cecilia de Badesshawe	PERSON		Other			
eb5ddfce-0777-4c6f-bfa3-28535f071930	HCM 150	Luke de Bergeueni	PERSON		Other			
7f9f4ce6-73df-49b8-9d3a-9507b71b8882	HCM 150	John Alkin	PERSON		Other		Dead	
fc2522e3-23cf-4fd3-a587-42d95f7e467e	HCM 150	Dauid de Retherwas	PERSON		Other			
e3dc8a00-4e13-46d1-a582-4ed2c1eee4f1	HCM 150	Dauid de Retherwas	PERSON		Witness		Witness	
afac525f-be43-4571-a62c-dd14751cb986	HCM 150	Roger de Ledebury	PERSON		Witness		Witness	
8f83f469-951d-4f25-a7fa-48e9d140c70c	HCM 150	John Peres	PERSON		Witness		Witness	
ad0eb248-fb35-468d-b706-ba39c32fd170	HCM 150	Laurence son of Phillip son of Stephen	PERSON		Witness		Witness	
d1b0e787-b3c4-483c-b4d0-767c311fbed6	HCM 150	Thomas Sandi	PERSON		Other			
341f275b-8c84-4db3-bac2-ad268f86d3d7	HCM 90	Alice	PERSON		Other			
f22ecc82-36fa-4e10-b04c-7eea650c97ee	HCM 90	John Lightfot	PERSON		Other		Dead	
a1ade120-7f8e-4986-b118-2bcfcaef4104	HCM 90	Hugh de Monyton	PERSON		Other			
b15eb965-772c-46b8-89c9-374828d7953c	HCM 90	Hugh	PERSON		Other			
191885fa-a6de-4586-a7cc-41f9ddd59f49	HCM 90	John	PERSON		Other			
85c0db73-21d9-4509-aefd-8a476083ea96	HCM 90	Gilbert Blod	PERSON		Witness		Witness	
f25915e9-422e-4d51-a3d4-5032a899fa91	HCM 90	Thomas de la Barre	PERSON		Witness		Witness	
e26975ed-1f30-4425-ba37-51a031287531	HCM 90	Richard de Cruce	PERSON		Witness		Witness	
5a281eba-8e2a-4fd6-b016-71496cfd87d7	HCM 90	Thomas Tope	PERSON		Witness		Witness	
a415c437-990c-4090-82a4-27948ee218f9	HCM 90	Thomas Hamound	PERSON		Witness		Witness	
b99323a5-31c6-49a9-a252-cc160cf41091	HCM 90	William Russel	PERSON		Witness		Witness	
d2a78f74-6c2c-4021-9172-b58688b08006	HCM 90	Roger de Bristoll	PERSON		Witness		Witness	
af9cdfb9-d72c-419b-97a8-7b416a9f8753	HCM 119	Osbert Galant	PERSON		Other			
d04487d9-71b2-48e4-aa1e-2185dc726aee	HCM 119	Hugh Leuyot	PERSON		Other			
91066ad4-ac59-41f6-ba9f-cb8d66e9be46	HCM 119	Hugh	PERSON		Other			
fcf9a42e-a374-48d2-8236-09b6b9a9d454	HCM 119	John le Worrour	PERSON		Other			
e15b8a63-6c7c-43d2-9757-190b1803c95c	HCM 119	Henry Galant	PERSON		Other			
340460df-6187-47e3-a3e1-27085d3e3043	HCM 119	Richard Monyword	PERSON		Witness	bailiff	Witness	
8aff2a55-7a36-47a3-9070-f0c34eaeb29f	HCM 119	bailiff	PERSON	Office	Other		Office	
6d324a33-9ff3-4fd0-93e5-274d395b3367	HCM 119	Gilbert Blod	PERSON		Witness		Witness	
19c326c6-7d47-4079-b47c-c6c8052b8a87	HCM 119	John Page	PERSON		Witness		Witness	
2f8e734b-d1dd-4cac-927a-bd067e500fae	HCM 119	Richard Ithenhaye	PERSON		Witness		Witness	
26f0c8d8-8919-4907-b15c-5ee1436a12dc	HCM 119	John de Ledeburi	PERSON		Witness	baker	Witness	
a7b895e2-ec41-492e-afa0-6c7c3447509a	HCM 119	baker	PERSON	Office	Other		Office	
5b806abb-0d24-44a7-b708-4b62d9a33492	HCM 119	Peter Doieward	PERSON		Witness		Witness	
83561afa-2953-480e-a63e-9c00280f994e	HCM 119	Nicholas de Werham	PERSON		Witness		Witness	
54be13cc-3609-40cf-94d1-708e1b9587ce	HCM 119	Adam de Colewalle	PERSON		Witness		Witness	
2e6fd91a-d3a1-4905-b61e-2efe1a84b4c6	HCM 119	John le Bole	PERSON		Scribe		Scribe	
471ae101-6094-4c3f-9852-a3a78387abf5	HCM 63	Thomas Theobaud	PERSON		Other			
acc23ab6-b6bf-4ec1-8926-3dbd292e5f7f	HCM 63	William de Byspewalle	PERSON		Other			
44042ab0-28d2-4456-9cba-d27438477999	HCM 63	John Lightfot	PERSON		Other		Dead	
49712f9f-b449-4078-a8c7-7bfaf204a543	HCM 63	Hugh de Monyton	PERSON		Other			
b4ee6cb4-75fc-4ed2-9c00-82e36f90500f	HCM 63	John	PERSON		Other			
e9085014-9b19-4b48-a678-88fdd0171241	HCM 63	John de Kemeseye	PERSON		Other			
b926d4f4-1bad-4559-923c-85fd4bde65e7	HCM 63	Walter	PERSON		Other			
6f7c308a-c660-40cf-a3ba-733842715fea	HCM 63	William de la Hay	PERSON		Other			
1d2c2a32-914e-4eff-ae3a-35ef32476600	HCM 63	Richard de La haye	PERSON		Witness	bailiff of the dean and chapter of Hereford	Witness	
155c3496-305a-4e77-bcf4-7164674f2e01	HCM 63	bailiff of the dean and chapter of Hereford	PERSON	Office	Other		Office	
e45cc681-e149-4661-8a6f-6cbc20a877f2	HCM 63	Gilbert Blod	PERSON		Witness		Witness	
a9d23594-7df5-4d72-9a02-afb05b3e0784	HCM 63	Richard Thurgrym	PERSON		Witness		Witness	
6e8e14f0-220c-454d-be88-9b89de806ebd	HCM 63	Thomas Tope	PERSON		Witness		Witness	
7dfa1a1f-1317-42df-91a4-f6c41acf5c95	HCM 63	Roger le Tayllor	PERSON		Witness		Witness	
73839696-6164-4d27-aa9d-27eab30808d7	HCM 63	John Steuenes	PERSON		Witness		Witness	
2b2cd1d8-bb20-4690-ae4b-576daa47b3d1	HCM 63	William le Espicer	PERSON		Witness		Witness	
7bfc08b4-a6a4-4368-bd9a-0c5011feb44c	HCM 63	Roger de Ledebury	PERSON		Witness		Witness	
786c598f-8e1f-44ce-ad17-6b5ea157238b	HCM 63	Walter de Leom	PERSON		Scribe		Scribe	
1a2d2c99-c6f0-4d2e-86bc-2415600f2411	HCM 1754	John, prior of the cathedral church of Worcester	PERSON		Principal	fellow-monk	Principal	
f71619cf-e8ee-4d3f-a5b6-1fc93ed7cb27	HCM 1754	the convent of the same place	PERSON	Collective	Principal		Collective|Principal	that is, the convent of the cathedral church of Worcester
5bbb6adf-af21-4b96-b930-33bf83acf8a5	HCM 1754	John de Sancto Briavello	PERSON		Principal	fellow-monk	Principal	
224f35d2-7fc2-4ec0-beff-37ee67df0d72	HCM 1754	the prior and convent	PERSON	Office	Other		Collective|Office	Prior and convent of the cathedral church of Worcester
5d326ab4-e32e-4d56-b148-33a2c1b3cb10	HCM 1768	David ap Howel Vachan	PERSON		Principal		Principal	
1a761270-dc94-4655-8add-3f4ad59c1a96	HCM 1768	William ap Howel Vachan	PERSON		Principal		Principal	
b8031f87-4753-4942-961c-bbf9227dcf24	HCM 1768	Ievan ap Howel Vachan	PERSON		Principal		Principal	
eec8090f-ac6f-4ae9-8ff4-4def845970ae	HCM 1768	Howel vab	PERSON		Principal		Principal	
89504f60-ac2d-49f1-b717-ab3ac7c50925	HCM 1768	John Iweyn	PERSON		Principal		Principal	
22fbc0d9-c27f-4a18-b766-a825480f5925	HCM 1768	their servants and tenants of Traynmeybon Meurik and Thlaghharth' in Trayn Mawr in Gower	PERSON	Collective	Other		Collective	that is, servants and tenants of David, William, Ievan ap Howel Vachan, and their father Howel
108f2b79-3302-4612-90d6-92f960c9f84a	HCM 1768	Traynmeybon Meurik	PERSON		Other			
8acd3a54-6e2e-4993-9a09-2b3c26677686	HCM 1768	Thlaghharth	PERSON		Other			
bfa7d8ad-36d3-464f-ac6d-29fbb0d1a42f	HCM 1768	John	PERSON		Other			John Iweyn
04c7ddc5-c676-4ac4-91ce-2b5e48c1e18c	HCM 1768	the Lord of Gower	PERSON	Office	Other		Office	
65c4d6bf-2493-4331-991b-42013ffd76c4	HCM 1768	the steward of Gower	PERSON	Office	Other		Office	
ae3fe862-0c18-4bda-9f0f-3dbda3bd7938	HCM 1768	John le Sopere	PERSON		Witness	le Sopere,	Witness	
e410eb8b-7afa-4621-b327-19cc54c90c79	HCM 1768	Robert Donnyng	PERSON		Witness		Witness	
1210a90e-836d-453a-9c3b-546a412a4829	HCM 1768	Thomas Goch	PERSON		Witness		Witness	
2873a764-91dc-4f29-9bf8-449a976fc4a2	HCM 1768	Peter Knoyl	PERSON		Witness		Witness	
cd371f82-6185-4ea6-acdb-186eb4dbe4ed	HCM 1768	Robert de Weston	PERSON		Witness		Witness	
b00ef806-fd41-4af1-938d-a1c4eb620425	HCM 1768	John Batun	PERSON		Witness		Witness	
c541ab08-78dd-447c-a7cb-0cbd79088d85	HCM 1768	William son of Adam Knoil	PERSON		Witness		Witness	
4c03f948-2b73-4efa-b292-9128c5ea5d12	HCM 1768	Adam Knoyl	PERSON		Other			
42ba567e-5951-494c-b346-80f78f96da65	HCM 1768	Richard de La Mar	PERSON		Witness		Witness	
da87c744-945c-419d-9fce-2ac7b1aa5dba	HCM 1768	Robert Knoyl	PERSON		Witness		Witness	
69014c93-6233-4ddf-9430-6fd24a6dbc87	HCM 1752	John de Retherwas	PERSON		Principal	citizen of Hereford	Principal	
555e6c6c-ae8e-4d1e-ba91-9ac1ae61a243	HCM 1752	William de Cirescestre	PERSON		Principal	goldsmith	Principal	
1e32bf78-759d-40ad-92b5-fe9fa0094fc9	HCM 1752	Robert Carpentar	PERSON		Other	Carpentar		
c5afb5de-4e10-4b4f-8292-b8b30bb1ba53	HCM 1752	John de Seuenak	PERSON		Other			
c21bb396-8268-43c5-974d-0fe7a72028fe	HCM 1752	William Inthehale	PERSON		Other			
668750f2-259a-4cd7-a23f-26511bce017b	HCM 1752	Henry de Orleton	PERSON		Witness	king's bailiffs at Hereford	Witness	
18c3de82-6ac4-4be9-a7c9-c528a868207d	HCM 1752	Philip le Werror	PERSON		Witness	le Werrour	Witness	
678ebb67-eed3-4e39-900b-35bced230da5	HCM 1752	Roger Penk	PERSON		Witness	king's bailiffs at Hereford	Witness	
2bf67412-2aaa-42f1-999b-6271a382cc00	HCM 1752	William Godknave	PERSON		Witness		Witness	
36b0338c-b428-4389-b5e6-9d78e99c7eb4	HCM 1752	Richard Thurgrym	PERSON		Witness		Witness	
cb493a49-83d6-4e0d-aedc-71bd432f00ec	HCM 1752	William de Orleton	PERSON		Witness		Witness	
da56eba0-278e-4f7a-859f-936cf7bd6315	HCM 1780	the official of the Court of Canterbury	PERSON	Office	Principal		Office|Principal	
c71fbe90-1ed1-482e-982a-59507d0621fa	HCM 1780	Thomas de Penebrugg	PERSON		Principal	clerk	Principal	
44fd0327-1250-4d20-9d8a-8c8d6d202287	HCM 1780	John, bishop of Llandaff	PERSON		Principal		Principal	
2e9fa0e7-1eda-446a-9f62-1a99cf00b446	HCM 1780	Thomas	PERSON		Other			Thomas de Penebrugg
1c67ffb2-79c1-46ec-9b1b-f15ddc2a5927	HCM 1780	the true patron thereof	PERSON	Office	Other		Office	that is, of the church of the Blessed Mary of Avene in the diocese of Llandaff|i.e. Licent' de Morgan, Knight, as per below
286fcb0d-c978-4b6e-b67c-fabcf7432944	HCM 1780	the bishop of Llandaff	PERSON	Office	Other		Office	John
3272d653-6e73-41d8-821b-0076222cc149	HCM 1780	the Court of Canterbury	PERSON	Collective	Other		Collective	
3972a99d-4e17-424e-888e-afb791f159b0	HCM 1780	the bishop	PERSON	Office	Other		Office	John Bishop of Llandaff
9a4c66f4-c552-4ee9-a40e-086308a6ad90	HCM 1780	John Nicholas	PERSON		Other	clerk		
099649c9-4d0c-487c-8348-e9dc3d6b4234	HCM 1780	John Toppe	PERSON		Other	incumbent de facto		
c7b391bf-374d-4b5b-b234-342495e75698	HCM 1780	Licent ' de Morgan	PERSON		Other	the true patron of the church		
f4ea3f32-b410-4e6a-980c-12e57b5c6099	HCM 1751	Richard Perot de Ledebur	PERSON		Principal		Principal	
0829b0da-48e9-48d8-9005-e9da0e72d811	HCM 1751	Richard Berde de Ledebur	PERSON		Principal		Principal|Scribe	as per comment to final witness, Roger le Skynnar, since Richard Berde is himself a notary/scribe by profession, it may be that he wrote this document himself, and not final witness; check the hand against other docs by Richard Berde to determine
79f79f35-3d7d-4a65-a8b3-a857c2388cf4	HCM 1751	Alyna wife of Richard Berde de Ledbury	PERSON		Principal		Principal	
d13e20d7-9a22-4a64-b88f-b2dc41e030cf	HCM 1751	William Crodele	PERSON		Other			
24ce0361-4cee-4da6-9224-2aba528771ad	HCM 1751	the rector of the church of Estenovere	PERSON	Office	Other		Office	Rector of Eastnor
56bb5906-c545-4fa6-82dd-98161d9ff184	HCM 1751	John de Underdoune	PERSON		Other			
fa97024c-bc76-4643-aeae-06dbdfd6cfcb	HCM 1751	Walter Caperun	PERSON		Witness		Witness	
3d0d556a-aaf1-495a-9ede-2614cb3cdb2e	HCM 1751	Richard le Forster	PERSON		Witness		Witness	
ba4cec34-c414-4d6c-b290-a93e9e1bf725	HCM 1751	Ralph le Botiler	PERSON		Witness		Witness	
5ce285e0-df7c-4f26-bd1b-2d7e25496735	HCM 1751	Ralph Berde	PERSON		Witness		Witness	It doesn't say so here, but elsewhere I think, that Ralph Berde is father of Richard Berde
a0b27456-766e-4785-9783-4c93da120a7e	HCM 1751	Roger le Skynnar'.	PERSON		Witness		Witness|Scribe	since Richard Berde de Lebury is himself a scribe/notary by profession, it may be that he has written the document, and not the final witness Roger le Skinner; check the hand again other Richard Berde documents
985d28c0-ba9e-4bf8-b259-0f503d45536f	HCM 2151	Richard Swinfield, bishop of Hereford	PERSON		Principal	bishop of Hereford	Principal	
3223e9c1-c143-4f3c-a0e9-077ca387ab70	HCM 2151	the dean and chapter of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
7a7b4d54-6215-405d-9a6c-67962de690ee	HCM 2151	John le Bretun	PERSON		Other	bishop of Hereford		
f4e11915-39b5-4269-b1ed-4fcdafa3d93e	HCM 2151	John le Bretun, formerly bishop of Hereford	PERSON		Other		Dead	
7d1ebf25-8b3d-4ac5-bb9e-1e14b6325b66	HCM 2159	John | son of] John de Fontyton	PERSON		Principal	notary public	Principal	
dde64f9d-5f27-476d-8e84-37ea2f7ff5e6	HCM 2159	John de Fontyton	PERSON		Other			
3accdcbf-8b2c-4e53-80be-ccf2490f381c	HCM 2159	J[ohn de Monmouth], bishop of Llandaff	PERSON		Principal	bishop of Llandaff,	Principal	
006ee2af-07b8-4f46-ae8a-44a9cf4b7f64	HCM 2159	the rectors of the said parish	PERSON	Collective	Other		Collective	that is, the rectors of Lydenye
ca4f237a-2d29-4695-8e43-e1c5867ddf9f	HCM 2159	the king	PERSON	Office	Other		Office	King Edward II
2d36d87a-185f-42fc-aeed-bc3756e4ffb6	HCM 2159	Richard Swinfield, bishop of Hereford	PERSON		Witness	bishop of Hereford	Witness	
6da9dcd4-eb7d-46fb-852f-bf4ca01f82b0	HCM 2159	John de Ros	PERSON		Witness	archdeacon of Shropshire in the church of Hereford	Witness	John de Ross
83c492bc-2e0f-40ac-bd83-02d3fcbe7682	HCM 2159	John de Swenesfeld	PERSON		Witness	precentor	Witness	
af04638c-7224-49e6-96b5-4edb0e6f35c9	HCM 2159	John de Kemeseye	PERSON		Witness	treasurer in the aforesaid church of Hereford	Witness	John (not Sohn) de Kemeseye
dc63fd3c-f9e0-4f02-a0d1-518b5442a7b2	HCM 2217	Walter de Keyrlyon	PERSON		Principal	priest	Principal	
a72c44a3-14d7-43d6-97da-be79b6ed1c9f	HCM 2217	the abbot and convent of the monastery of St. Peter's, Gloucester	PERSON	Office	Principal		Collective|Office|Principal	
2912a386-cf4d-455f-92a4-409812588110	HCM 2217	patrons	PERSON	Office	Other		Collective|Office	Patrons of the monastery of St Peter's, Glouceseter
6d4b8973-0a64-41b0-89f7-d83124dea917	HCM 2145	the chapter of the church of St. Ethelbert of Hereford	PERSON	Office	Principal		Collective|Office|Principal	
b678f5c3-7fea-4a01-bd9b-82fedb348386	HCM 2145	John de Bromfeld	PERSON		Principal	clerks	Principal	
3a1333ee-e34f-45bf-a0b9-26d018f83ac5	HCM 2145	Reginald his brother	PERSON		Principal	clerks	Principal	that is, Reginald (de Bromfeld?), brother to John de Bromfeld
aa769c0d-05a4-4e80-9dfd-8fa38e292f48	HCM 2145	Salop	PERSON		Other			
2e67ff0b-8f19-4026-9574-7be1aeac5eed	HCM 2145	John	PERSON		Other			John de Bromfeld
17d68294-6fa5-4905-b963-a17fe83b96b5	HCM 2145	Reginald	PERSON		Other			Reginald (de Bromfeld?), brother to John de Bromfeld
fc126d98-e5f2-41eb-92d9-cffc8715af4a	HCM 2145	William son of Hugh de Bromfeld	PERSON		Other			
c635ba37-430e-4cdb-a817-9efdc89aa4a8	HCM 2145	Hugh de Bromfeld	PERSON		Other			
035fa487-a267-4b56-86f2-dc730cf3a353	HCM 2145	Reginald de Halton	PERSON		Other			
0f44ded1-ed5a-4939-ab07-76b317ec7463	HCM 2145	a son of Stephen de Buterleye, lord of Buterleye	PERSON	Office	Other		Office	
c74ec458-ec6a-44e8-971d-5da9f12c7471	HCM 2145	Stephen de Buterleye	PERSON		Other			
014e2248-b3d3-4254-bbdb-b39a0be9610f	HCM 3165	Hugh de Thornhagh	PERSON		Scribe		Scribe	
2f98aa35-048d-437e-bae4-8d4a10925ced	HCM 3165	Roger	PERSON		Principal		Principal	Roger Rikeman
ce899fe9-bcf8-48e0-a456-9febb544564c	HCM 3165	Rikeman	PERSON		Principal		Principal	Roger Rikeman
de56de90-dcb7-4f94-aa5b-1479e4e514fb	HCM 3165	Bartholomew de Badelesmere	PERSON		Other	knight		
aafd8152-ff5d-41c7-a34f-db6f9241417a	HCM 3165	Dean and chapter of Hereford	PERSON	Collective	Other		Collective	
84857f1d-d3dc-46b0-8a59-d868557f0251	HCM 3165	Pope Clement V	PERSON		Other			
1a400eda-c79b-41cb-8e00-b48c43f52004	HCM 3165	Edward II	PERSON		Other			
74a9158e-9bca-4ccd-8c88-d39d4d42b367	HCM 3165	Bartholomew	PERSON		Other			
1f9aa063-6315-4d2c-9c3f-0006fa25c57b	HCM 3165	Robert de Byford	PERSON		Witness	vicars	Witness	
081ae8a0-946f-44ea-b4d7-19f927aa53e1	HCM 3165	Ranulph de Evesham	PERSON		Witness	vicars	Witness	
bcd826b8-2eec-4fa3-97fc-2644c184a956	HCM 3165	Walter de la Bache	PERSON		Witness	vicars	Witness	
53426d5f-60f4-4398-9157-c60ad2213963	HCM 3162	John	PERSON		Scribe		Scribe	John Bouhs
63ef0e57-b7e4-42b6-9b33-0212180e2ef2	HCM 3162	John Bouhs	PERSON		Scribe		Scribe	John Bouhs
0db11980-b0a4-4578-a4cc-288ed574708d	HCM 3162	Pope Clement V	PERSON		Other			
827d0b1e-5e04-4715-9588-f5b477ed3292	HCM 3162	Edward I	PERSON		Other			
36db6b70-9511-49a8-a598-f514f447f71a	HCM 3162	W.	PERSON		Principal	bishop	principal|Principal	
cebdf172-6920-4184-beb5-fdc0d7ae36ee	HCM 3162	Dean and chapter of Hereford	PERSON	Collective	Other		Collective	
442d0667-075e-4c0f-8ab7-c96603ba9f1e	HCM 3162	John de Colonia	PERSON		Witness	clerks	Witness	
60142fbc-51e6-401c-9b28-c703e47d4429	HCM 3162	William Bouhs	PERSON		Witness	clerks	Witness	
f57ab930-11a9-4b89-92f4-497845a90df6	HCM 3198	John de Aqua Blanca	PERSON		Principal	dean	Principal	
759525a9-6fdd-4139-8dc8-c8cb9cb18dcb	HCM 3198	Thomas de Henthlan	PERSON		Principal		Principal	
fba45238-2b15-4a70-a478-fda803ab435e	HCM 3215 A	William son of Adam Hanlyn	PERSON		Principal		Principal	
1a490204-5c16-40a6-8d9e-decff975d3cc	HCM 3215 A	Adam Hanlyn'	PERSON		Other			
9cdacda4-d6df-44d5-ba69-d2fe43e4defb	HCM 3215 A	Lucia le Shipward'	PERSON		Principal		Principal	
2c65be39-7145-41ff-8dd8-7b027030ab21	HCM 3180	John	PERSON		Principal	dean	Principal	
8ba7a886-00b5-4225-8091-ed16f2840723	HCM 3180	John de Barewe	PERSON		Principal		Principal	
9460eec6-b547-4bdd-8015-490fe51a88b4	HCM 3180	Agnes Anondeu	PERSON		Other			
ed8f48f4-d2e5-4ccb-b53c-f307a3c3bae0	HCM 3180	Miles Pychard	PERSON		Witness	knights	Witness	
ac018234-aaf6-45c8-a91d-7999cbdd6152	HCM 3180	Roger Pychard	PERSON		Witness	knights	Witness	
ce418aa3-f295-4784-9f65-9ca2b2dcec82	HCM 3180	Richard de Manus	PERSON		Witness		Witness	(?)
87575198-7b74-4919-b503-ab11a3b7be7f	HCM 3180	William de la Wode	PERSON		Witness		Witness	
68aaace9-bfb0-432e-acf4-9fcdec685002	HCM 3180	William de Frome	PERSON		Witness		Witness	
7deea297-dd43-4966-934a-fa7daa9d7805	HCM 3180	Walter de Monyton	PERSON		Witness		Witness	
3a093269-9681-4dbc-91da-4794b2d2ae9b	HCM 3180	John Broche	PERSON		Other			
7a7d5300-42cd-403a-b788-f46c355138f4	HCM 3155	Hugh de Thornhagh	PERSON		Scribe		Scribe	
834c6f48-e1c3-43d1-878a-8effeb680750	HCM 3155	Walter	PERSON		Principal	archbishop	Principal	
5adfe63e-d727-4b91-8dc5-ed4bf43e0c64	HCM 3155	Richard	PERSON		Principal	bishop	Principal	
bae235e2-e2a9-47ba-9faf-f15e8a50ce0c	HCM 3155	Pope Clement V	PERSON		Other			
4adfca54-6f99-4c9f-be6d-fd07269df2d3	HCM 3155	William de Knapeton	PERSON		Other	doctor of canon and civil law,		
2376ddf9-f496-46ee-bbcb-9f2a4b0e0761	HCM 3155	William de Birston	PERSON		Other			
